detailed_industry,soi_industry,business_receipts
Transit_and_Ground_Passenger_Transportation,"Taxi, limousine service, and ridesharing service",26481055
Transit_and_Ground_Passenger_Transportation,Other transit and ground transportation,5514244
Pipeline_Transportation,Pipeline transportation,548242
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,645009
Other_Transportation_and_Support_Activities,Support activities for transportation (including motor vehicle towing),5632641
Other_Transportation_and_Support_Activities,Couriers and messengers,8992482
Warehousing_and_Storage,Warehousing and storage facilities,844410
Publishing_Industries_(Except_Internet),Publishing industries (except internet),1849695
Movie_Theaters,Motion picture and sound recording,4279443
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording,4279443
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet) and telecommunications and internet service providers,3226195
Telephone_Communication,Broadcasting (except internet) and telecommunications and internet service providers,3226195
Cable_Television,Broadcasting (except internet) and telecommunications and internet service providers,3226195
Other_Telecommunication,Broadcasting (except internet) and telecommunications and internet service providers,3226195
Information_and_Data_Processing,"Data processing, internet publishing and broadcasting, and web search portals",4260945
Depository_Credit_Intermediation,Credit intermediation and related activities,2965081
Nondepository_Credit_Intermediation,Credit intermediation and related activities,2965081
Other_Intermediation,Credit intermediation and related activities,2965081
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, and other financial investments",51464847
Insurance_Carriers,"Insurance agents, brokers, and related activities",0
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,26815586
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",342713
Real_Estate,Real estate,86908107
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,5977504
Legal_Services,Legal services,40894359
"Other_Professional,_Scientific,_and_Technical_Services",Offices of certified public accountants,4466006
"Other_Professional,_Scientific,_and_Technical_Services",Other accounting services,10290894
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",17525213
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,10456589
Computer_Systems_Design_and_Related_Services,Computer systems design services,13327182
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",106688100
Management_Of_Companies_and_Enterprises,Management of companies and enterprises,549276
Administrative_and_Support_Services,Administrative and support services,79936896
Waste_Management_and_Remediation_Services,Waste management and remediation services,2898828
Educational_Services,Educational services,12640322
Ambulatory_Health_Care_Services,Ambulatory health care services,95091572
Nursing_and_Residential_Care_Facilities,Home health care services,8115266
Hospitals,Hospitals,926305
Social_Assistance,Social assistance,18530142
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",39167655
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",39167655
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",282924
Amusement_Parks,"Amusement, gambling, and recreation industries",12317668
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",12317668
Other_Recreation_Services,"Amusement, gambling, and recreation industries",12317668
Accomodation,Accommodation,8193194
Food_Services_and_Drinking_Places,Restaurants (full & limited service) and drinking places,64639809
Other_Services_(Except_Public_Administration),Other services,122912438
