detailed_industry,soi_industry,business_receipts
Farms,"Agriculture, forestry, fishing, and hunting",47785266
"Forestry,_Fishing,_and_Related_Activites","Agriculture, forestry, fishing, and hunting",47785266
Oil_and_Gas_Extraction,Mining,212611131
Mining_(Except_Oil_and_Gas),Mining,212611131
Support_Activities_For_Mining,Mining,212611131
Hydroelectric_Power_Generation,Utilities,249598914
Nuclear_Electric_Power_Generation,Utilities,249598914
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,249598914
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,249598914
Other_Electric_Power_Generation,Utilities,249598914
Electric_Power_Transmission_and_Distribution,Utilities,249598914
Natural_Gas_Distribution_and_Transmission,Utilities,249598914
Water_and_Sewer_Systems,Utilities,249598914
Construction,Construction,484086153
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Manufacturing,1068102813
Other_Food_Products_Manufacturing,Manufacturing,1068102813
Beverage_and_Tobacco_Products_Manufacturing,Manufacturing,1068102813
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Manufacturing,1068102813
Other_Textile_and_Textile_Product_Mills,Manufacturing,1068102813
Apparel_Manufacturing,Manufacturing,1068102813
Leather_and_Allied_Products_Manufacturing,Manufacturing,1068102813
Wood_Product_Manufacturing,Manufacturing,1068102813
Paper_Manufacturing,Manufacturing,1068102813
Printing_and_Related_Support_Activities,Manufacturing,1068102813
Petroleum_Refining,Manufacturing,1068102813
Other_Petroleum_and_Coal_Products_Manufacturing,Manufacturing,1068102813
Chemical_Manufacturing,Manufacturing,1068102813
Plastics_and_Rubber_Products_Manufacturing,Manufacturing,1068102813
Glass_Products_Manufacturing,Manufacturing,1068102813
Cement_Manufacturing,Manufacturing,1068102813
Other_Nonmetalic_Mineral_Products_Manufacturing,Manufacturing,1068102813
Primary_Ferrous_Metal_Manufacturing,Manufacturing,1068102813
Primary_Nonferrous_Metal_Manufacturing,Manufacturing,1068102813
Fabricated_Metal_Product_Manufacturing,Manufacturing,1068102813
Machinery_Manufacturing,Manufacturing,1068102813
Computer_and_Electronic_Product_Manufacturing,Manufacturing,1068102813
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Manufacturing,1068102813
Motor_Vehicle_and_Parts_Manufacturing,Manufacturing,1068102813
Ships_and_Boats_Manufacturing,Manufacturing,1068102813
Other_Transportation_Equipment_Manufacturing,Manufacturing,1068102813
Furniture_and_Related_Products_Manufacturing,Manufacturing,1068102813
Medical_and_Dental_Supplies_Manufacturing,Manufacturing,1068102813
Other_Miscellaneous_Manufacturing,Manufacturing,1068102813
Wholesale_Durable_Goods,Wholesale trade,952974011
Wholesale_Nondurable_Goods,Wholesale trade,952974011
Motor_Vehicle_and_Parts_Dealers,Retail trade,825876602
Food_and_Beverages_Stores,Retail trade,825876602
General_Merchandise_Stores,Retail trade,825876602
Gas_Stations,Retail trade,825876602
Other_Non_Gas_Stations_Retail,Retail trade,825876602
Air_Transportation,Transportation and warehousing,371691808
Rail_Transportation,Transportation and warehousing,371691808
Water_Transportation,Transportation and warehousing,371691808
Truck_Transportation,Transportation and warehousing,371691808
Transit_and_Ground_Passenger_Transportation,Transportation and warehousing,371691808
Pipeline_Transportation,Transportation and warehousing,371691808
Other_Transportation_and_Support_Activities,Transportation and warehousing,371691808
Warehousing_and_Storage,Transportation and warehousing,371691808
Publishing_Industries_(Except_Internet),Information,394235061
Movie_Theaters,Information,394235061
Other_Motion_Picture_and_Sound_Recording,Information,394235061
Broadcasting_(Except_Internet)_and_Telecommunications,Information,394235061
Telephone_Communication,Information,394235061
Cable_Television,Information,394235061
Other_Telecommunication,Information,394235061
Information_and_Data_Processing,Information,394235061
Depository_Credit_Intermediation,Finance and insurance,357678390
Other_Intermediation,Finance and insurance,357678390
Nondepository_Credit_Intermediation,Finance and insurance,357678390
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Finance and insurance,357678390
Insurance_Carriers,Finance and insurance,357678390
Insurance_Agencies_and_Brokers_and_Related_Services,Finance and insurance,357678390
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Finance and insurance,357678390
Real_Estate,Real estate and rental and leasing,266004970
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Real estate and rental and leasing,266004970
Legal_Services,"Professional, scientific, and technical services",720903554
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",720903554
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",720903554
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),46164569
Administrative_and_Support_Services,Administrative and support and waste management and remediation services,166006462
Waste_Management_and_Remediation_Services,Administrative and support and waste management and remediation services,166006462
Ambulatory_Health_Care_Services,Health care and social assistance,394601029
Hospitals,Health care and social assistance,394601029
Nursing_and_Residential_Care_Facilities,Health care and social assistance,394601029
Social_Assistance,Health care and social assistance,394601029
"Independent_Artists,_Writers,_and_Performers","Arts, entertainment, and recreation",99396791
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Arts, entertainment, and recreation",99396791
Amusement_Parks,"Arts, entertainment, and recreation",99396791
Gambling_and_Bowling,"Arts, entertainment, and recreation",99396791
Other_Recreation_Services,"Arts, entertainment, and recreation",99396791
Accomodation,Accommodation and food services,284419407
Food_Services_and_Drinking_Places,Accommodation and food services,284419407
Educational_Services,Educational and Other services,73884424
Other_Services_(Except_Public_Administration),Educational and Other services,73884424
