detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Farms,Agricultural production,51975461,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,4592672,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting and trapping",10440730,NA,NA,NA
Oil_and_Gas_Extraction,Mining,307611316,NA,NA,NA
Mining_(Except_Oil_and_Gas),Mining,307611316,NA,NA,NA
Support_Activities_For_Mining,Mining,307611316,NA,NA,NA
Hydroelectric_Power_Generation,Utilities,656298085,NA,NA,NA
Nuclear_Electric_Power_Generation,Utilities,656298085,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,656298085,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,656298085,NA,NA,NA
Other_Electric_Power_Generation,Utilities,656298085,NA,NA,NA
Electric_Power_Transmission_and_Distribution,Utilities,656298085,NA,NA,NA
Natural_Gas_Distribution_and_Transmission,Utilities,656298085,NA,NA,NA
Water_and_Sewer_Systems,Utilities,656298085,NA,NA,NA
Construction,Construction,615583700,NA,NA,NA
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,393956129,NA,NA,NA
Other_Food_Products_Manufacturing,Food manufacturing,393956129,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,142686801,NA,NA,NA
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,30176118,NA,NA,NA
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,30176118,NA,NA,NA
Apparel_Manufacturing,Apparel manufacturing,34766395,NA,NA,NA
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,5347473,NA,NA,NA
Wood_Product_Manufacturing,Wood product manufacturing,36786823,NA,NA,NA
Paper_Manufacturing,Paper manufacturing,164533631,NA,NA,NA
Printing_and_Related_Support_Activities,Printing and related support activities,51506214,NA,NA,NA
Petroleum_Refining,Petroleum and coal products manufacturing,1796677589,NA,NA,NA
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,1796677589,NA,NA,NA
Chemical_Manufacturing,Chemical manufacturing,774476690,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,122295957,NA,NA,NA
Glass_Products_Manufacturing,Nonmetallic mineral product manufacturing,98640107,NA,NA,NA
Cement_Manufacturing,Nonmetallic mineral product manufacturing,98640107,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral product manufacturing,98640107,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,236667024,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,236667024,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,214050777,NA,NA,NA
Machinery_Manufacturing,Machinery manufacturing,335234305,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,629359115,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",224374335,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment manufacturing,902355318,NA,NA,NA
Ships_and_Boats_Manufacturing,Transportation equipment manufacturing,902355318,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Transportation equipment manufacturing,902355318,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,45125848,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Miscellaneous manufacturing,196243934,NA,NA,NA
Other_Miscellaneous_Manufacturing,Miscellaneous manufacturing,196243934,NA,NA,NA
Wholesale_Durable_Goods,Durable goods,1196942534,NA,NA,NA
Wholesale_Nondurable_Goods,Nondurable goods,1439457723,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,271223220,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,49825757,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,85890645,NA,NA,NA
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,174736553,NA,NA,NA
Food_and_Beverages_Stores,"Food, beverage and liquor stores",352923078,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,222831190,NA,NA,NA
Gas_Stations,Gasoline stations,113101540,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,160939304,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",61531545,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,594536611,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,87740471,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,106226966,NA,NA,NA
Air_Transportation,"Air, rail, and water transportation",227480167,NA,NA,NA
Rail_Transportation,"Air, rail, and water transportation",227480167,NA,NA,NA
Water_Transportation,"Air, rail, and water transportation",227480167,NA,NA,NA
Truck_Transportation,Truck transportation,124490772,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,16526844,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,9458023,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,172302704,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,12368124,NA,NA,NA
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),222040465,NA,NA,NA
Movie_Theaters,Motion picture and sound recording industries,63282225,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,63282225,NA,NA,NA
