detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),104450653,NA,NA,NA
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",436450666,NA,NA,NA
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable, etc.)",436450666,NA,NA,NA
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",436450666,NA,NA,NA
Information_and_Data_Processing,"Internet service providers, web search portals, and data processing services",38593350,NA,NA,NA
Information_and_Data_Processing,Other information services,40315285,NA,NA,NA
Depository_Credit_Intermediation,Credit intermediation,125898133,NA,NA,NA
Other_Intermediation,Credit intermediation,125898133,NA,NA,NA
Nondepository_Credit_Intermediation,Credit intermediation,125898133,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments, and related activities",196812936,NA,NA,NA
Insurance_Carriers,Insurance carriers and related activities,1516765303,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,1516765303,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",727328,NA,NA,NA
Real_Estate,Real estate,68732353,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,86190773,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),1492860,NA,NA,NA
Legal_Services,"Professional, scientific, and technical services",563705357,NA,NA,NA
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",563705357,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",563705357,NA,NA,NA
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),188608076,NA,NA,NA
Administrative_and_Support_Services,Administrative and support services,222118075,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,44173060,NA,NA,NA
Educational_Services,Educational services,25249955,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,211739570,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,58617557,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",90117828,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",90117828,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",18636313,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",18636313,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",26861016,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",26861016,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",26861016,NA,NA,NA
Accomodation,Accommodation,73288399,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,170848388,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,82654907,NA,NA,NA
