detailed_industry,soi_industry,business_receipts
Farms,Agricultural production,108809500
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,13125485
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",28338219
Oil_and_Gas_Extraction,Oil and gas extraction,223177375
Mining_(Except_Oil_and_Gas),Coal mining,33158083
Mining_(Except_Oil_and_Gas),Metal ore mining,42929999
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,28763498
Support_Activities_For_Mining,Support activities for mining,93260051
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",359185861
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",359185861
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",359185861
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",359185861
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",359185861
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,122947127
Water_and_Sewer_Systems,"Water, sewage, and other systems",8216562
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,247399781
Construction,Construction,1458878242
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing","Animal food manufacturing, grain and oilseed milling",133866788
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,52003129
Other_Food_Products_Manufacturing,"Fruit and vegetable preserving, and specialty food",50060268
Other_Food_Products_Manufacturing,Dairy product,43905936
Other_Food_Products_Manufacturing,Meat and seafood processing,114656621
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,45261656
Other_Food_Products_Manufacturing,Other food,119027056
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,145847705
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,11387635
Other_Textile_and_Textile_Product_Mills,Textile product mills,24970957
Apparel_Manufacturing,Apparel manufacturing,56880535
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,8311846
Wood_Product_Manufacturing,Wood product manufacturing,66253147
Paper_Manufacturing,Paper manufacturing,189534516
Printing_and_Related_Support_Activities,Printing and related support activities,87977121
Petroleum_Refining,Petroleum refineries (including integrated),2223596695
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",16253230
Chemical_Manufacturing,Chemical manufacturing,795909336
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,171410062
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",20005449
Glass_Products_Manufacturing,Glass and glass product,22537346
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",72546289
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",166729018
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,109911477
Primary_Ferrous_Metal_Manufacturing,Foundries,26236708
Primary_Nonferrous_Metal_Manufacturing,Foundries,26236708
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,328720668
Machinery_Manufacturing,Machinery manufacturing,400317435
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,653837958
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",263504199
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,469961860
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,287412269
Ships_and_Boats_Manufacturing,Ship and boat building,36542268
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,31334411
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,63053477
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,147394273
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,98074383
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",1720006958
