detailed_industry,soi_industry,business_receipts
Farms,Crop production,3769054
Farms,Animal production,8578313
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,2627403
"Forestry,_Fishing,_and_Related_Activites","Fishing, hunting, and trapping",1699489
"Forestry,_Fishing,_and_Related_Activites",Support activities for agriculture and forestry,11366052
Oil_and_Gas_Extraction,Oil and gas extraction,126492593
Mining_(Except_Oil_and_Gas),Other mining,20437352
Support_Activities_For_Mining,Support activities for mining,11375900
Hydroelectric_Power_Generation,Utilities,194028052
Nuclear_Electric_Power_Generation,Utilities,194028052
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,194028052
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,194028052
Other_Electric_Power_Generation,Utilities,194028052
Electric_Power_Transmission_and_Distribution,Utilities,194028052
Natural_Gas_Distribution_and_Transmission,Utilities,194028052
Water_and_Sewer_Systems,Utilities,194028052
Construction,Construction,268090779
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,88322830
Other_Food_Products_Manufacturing,Food manufacturing,88322830
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,20201041
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,4748173
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,4748173
Apparel_Manufacturing,Apparel manufacturing,4942194
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,420254
Wood_Product_Manufacturing,Wood product manufacturing,10769593
Paper_Manufacturing,Paper manufacturing,25115131
Printing_and_Related_Support_Activities,Printing and related support activities,6391775
Petroleum_Refining,Petroleum and coal products manufacturing,401424057
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,401424057
Chemical_Manufacturing,Chemical manufacturing,179420217
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,17867719
Glass_Products_Manufacturing,Nonmetallic mineral products manufacturing,10202004
Cement_Manufacturing,Nonmetallic mineral products manufacturing,10202004
