detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Farms,Agricultural production,53722346,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,2783666,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",11486789,NA,NA,NA
Oil_and_Gas_Extraction,Oil and gas extraction,222641843,NA,NA,NA
Mining_(Except_Oil_and_Gas),Coal mining,NA,48325950,FALSE,NA
Mining_(Except_Oil_and_Gas),Metal ore mining,NA,48325950,FALSE,NA
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,24153897,NA,NA,NA
Support_Activities_For_Mining,Support activities for mining,65124341,NA,NA,NA
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",308515389,NA,NA,NA
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",308515389,NA,NA,NA
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",308515389,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",308515389,NA,NA,NA
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",308515389,NA,NA,NA
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,66614773,NA,NA,NA
Water_and_Sewer_Systems,"Water, sewage, and other systems",9189478,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,199595304,NA,NA,NA
Construction,Construction,581666443,NA,NA,NA
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Animal food manufacturing and grain and oilseed milling,115427949,NA,NA,NA
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,31364050,NA,NA,NA
Other_Food_Products_Manufacturing,Fruit and vegetable preserving and specialty food manufacturing,69783968,NA,NA,NA
Other_Food_Products_Manufacturing,Dairy product,45014073,NA,NA,NA
Other_Food_Products_Manufacturing,Meat and seafood processing,109755987,NA,NA,NA
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,29784553,NA,NA,NA
Other_Food_Products_Manufacturing,Other food,126967616,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Soft drink and ice,48346673,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Breweries,28263202,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Wineries and distilleries,17746121,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Tobacco manufacturing,49903594,NA,NA,NA
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,11495028,NA,NA,NA
Other_Textile_and_Textile_Product_Mills,Textile product mills,16066382,NA,NA,NA
Apparel_Manufacturing,Apparel knitting mills,NA,2417526,FALSE,NA
Apparel_Manufacturing,Cut and sew apparel contractors and manufacturers,14663289,NA,NA,NA
Apparel_Manufacturing,Apparel accessories and other apparel,NA,2417526,FALSE,NA
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,5172828,NA,NA,NA
Wood_Product_Manufacturing,Wood product manufacturing,56955967,NA,NA,NA
Paper_Manufacturing,"Pulp, paper, and paperboard mills",61459995,NA,NA,NA
Paper_Manufacturing,Converted paper product,72565572,NA,NA,NA
Printing_and_Related_Support_Activities,Printing and related support activities,42985195,NA,NA,NA
Petroleum_Refining,Petroleum refineries (including integrated),1350766125,NA,NA,NA
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",15578766,NA,NA,NA
Chemical_Manufacturing,Basic chemical,226343654,NA,NA,NA
Chemical_Manufacturing,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments",53855152,NA,NA,NA
Chemical_Manufacturing,Pharmaceutical and medicine,396100146,NA,NA,NA
Chemical_Manufacturing,"Paint, coating, and adhesive",52640372,NA,NA,NA
Chemical_Manufacturing,"Soap, cleaning compound, and toilet preparation",90122748,NA,NA,NA
Chemical_Manufacturing,Other chemical product and preparation,74914617,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Plastics product,88431804,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Rubber product,58630179,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",19410677,NA,NA,NA
Glass_Products_Manufacturing,Glass and glass product,27269091,NA,NA,NA
Cement_Manufacturing,"Cement, concrete, lime, and gypsum product",61808231,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills, and steel product",130314900,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,91908336,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Foundries,13657736,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Foundries,13657736,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Forging and stamping,5928103,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",40902487,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Architectural and structural metals,34757598,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Boiler, tank, and shipping container",25551557,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Coating, engraving, heat treating, and allied activities",6363423,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Other fabricated metal product,79517266,NA,NA,NA
Machinery_Manufacturing,"Agriculture, construction, and mining machinery",118144500,NA,NA,NA
Machinery_Manufacturing,Industrial machinery,35244044,NA,NA,NA
Machinery_Manufacturing,Commercial and service industry machinery,35366727,NA,NA,NA
Machinery_Manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",41626894,NA,NA,NA
Machinery_Manufacturing,Metalworking machinery,15556787,NA,NA,NA
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",51251861,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,78797596,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,223787578,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,56727706,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,12991027,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,231551861,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",122165312,NA,NA,NA
