detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Chemical_Manufacturing,Other chemical product and preparation,62661246,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Plastics product,98325088,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Rubber product,58250430,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",17680336,NA,NA,NA
Glass_Products_Manufacturing,Glass and glass product,27806508,NA,NA,NA
Cement_Manufacturing,"Cement, concrete, lime, and gypsum product",64438396,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills, and steel product",123259597,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,79271107,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Foundries,11797632,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Foundries,11797632,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Forging and stamping,4722312,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",36577990,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Architectural and structural metals,40387670,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Boiler, tank, and shipping container",24002563,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Coating, engraving, heat treating, and allied activities",7184621,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Other fabricated metal product,79072196,NA,NA,NA
Machinery_Manufacturing,"Agriculture, construction, and mining machinery",120743412,NA,NA,NA
Machinery_Manufacturing,Industrial machinery,36003971,NA,NA,NA
Machinery_Manufacturing,Commercial and service industry machinery,25929792,NA,NA,NA
Machinery_Manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",42172037,NA,NA,NA
Machinery_Manufacturing,Metalworking machinery,14703402,NA,NA,NA
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",46451037,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,81407205,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,250710684,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,68562938,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,12883023,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,242204081,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",126466799,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical lighting equipment and household appliance,119654174,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical equipment,73830261,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Other electrical equipment and component,41907258,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,922171567,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,351119548,NA,NA,NA
Ships_and_Boats_Manufacturing,Ship and boat building,49523137,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,31327665,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,52732247,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,155881164,NA,NA,NA
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,52170187,NA,NA,NA
Wholesale_Durable_Goods,Motor vehicle and motor vehicle parts and supplies,277254503,NA,NA,NA
Wholesale_Durable_Goods,Lumber and other construction materials,60036219,NA,NA,NA
Wholesale_Durable_Goods,Professional and commercial equipment and supplies,232216622,NA,NA,NA
Wholesale_Durable_Goods,Metal and mineral (except petroleum),95148704,NA,NA,NA
Wholesale_Durable_Goods,Electrical and electronic goods,394044727,NA,NA,NA
Wholesale_Durable_Goods,"Hardware, plumbing, heating equipment, and supplies",80320804,NA,NA,NA
Wholesale_Durable_Goods,"Machinery, equipment, and supplies",225257259,NA,NA,NA
Wholesale_Durable_Goods,"Furniture, sports, toys, recycle, jewelry, and other durable goods",172256376,NA,NA,NA
Wholesale_Nondurable_Goods,Paper and paper product,33445577,NA,NA,NA
Wholesale_Nondurable_Goods,Drugs and druggists' sundries,819563441,NA,NA,NA
Wholesale_Nondurable_Goods,"Apparel, piece goods, and notions",102418296,NA,NA,NA
Wholesale_Nondurable_Goods,Grocery and related product,541501536,NA,NA,NA
Wholesale_Nondurable_Goods,Farm product raw material,103173121,NA,NA,NA
Wholesale_Nondurable_Goods,Chemical and allied products,56498732,NA,NA,NA
Wholesale_Nondurable_Goods,Petroleum and petroleum products,622983945,NA,NA,NA
Wholesale_Nondurable_Goods,"Beer, wine, and distilled alcoholic beverage",42801610,NA,NA,NA
Wholesale_Nondurable_Goods,Miscellaneous nondurable goods,96523456,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,New and used car dealers,224016103,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Other motor vehicle and parts dealers,86787098,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,57846687,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,69316154,NA,NA,NA
Other_Non_Gas_Stations_Retail,Home centers; paint and wallpaper stores,172260573,NA,NA,NA
Other_Non_Gas_Stations_Retail,Hardware stores,8609774,NA,NA,NA
Other_Non_Gas_Stations_Retail,Other building materials dealers,28664688,NA,NA,NA
Other_Non_Gas_Stations_Retail,Lawn and garden equipment and supplies stores,14406591,NA,NA,NA
Food_and_Beverages_Stores,Food and beverage stores,523592442,NA,NA,NA
Food_and_Beverages_Stores,"Beer, wine, and liquor stores",7366973,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,415032217,NA,NA,NA
Gas_Stations,Gasoline stations,144876577,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,215779355,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",32457678,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,756079694,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,79938506,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,387558060,NA,NA,NA
Air_Transportation,Air transportation,209638056,NA,NA,NA
Rail_Transportation,Rail transportation,58350268,NA,NA,NA
Water_Transportation,Water transportation,16956220,NA,NA,NA
Truck_Transportation,Truck transportation,127243677,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,18217142,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,9525005.055187127,24859146,TRUE,0.3831589812130765
Other_Transportation_and_Support_Activities,Other transportation and support activities,265982317,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,15334140.944812875,24859146,TRUE,0.6168410187869235
Publishing_Industries_(Except_Internet),Newspaper publishers,14564803,NA,NA,NA
Publishing_Industries_(Except_Internet),Periodical publishers,21331521,NA,NA,NA
Publishing_Industries_(Except_Internet),Book publishers,14569538,NA,NA,NA
Publishing_Industries_(Except_Internet),Database directory and other publishers,8607681,NA,NA,NA
Movie_Theaters,Motion picture and video industries (except video rental),41753255,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),41753255,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,8022822,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),127307871,NA,NA,NA
Telephone_Communication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",455521461,NA,NA,NA
Cable_Television,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",455521461,NA,NA,NA
Other_Telecommunication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",455521461,NA,NA,NA
Information_and_Data_Processing,"Data processing, hosting, and related services",208254583,NA,NA,NA
Information_and_Data_Processing,Other information services,158622980,NA,NA,NA
Depository_Credit_Intermediation,Commercial banking,15432992,NA,NA,NA
Depository_Credit_Intermediation,"Savings institutions, credit unions, and other depository credit intermediation",9545498,NA,NA,NA
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,60420034,NA,NA,NA
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),12299325,NA,NA,NA
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",6052132,NA,NA,NA
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",72848853,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Investment banking and securities dealing,54509134,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Securities brokerage,46737142,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Commodity contracts dealing and brokerage,2196546,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity exchanges, and other financial investment activities",124578196,NA,NA,NA
Insurance_Carriers,Life insurance,736022471,NA,NA,NA
Insurance_Carriers,Property and casualty insurance,1195208648,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,75778048,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (third-party administrator of insurance, etc.)",41055760,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other financial vehicles,2262882,NA,NA,NA
Real_Estate,Lessors of buildings,31013621,NA,NA,NA
Real_Estate,"Lessors of miniwarehouses, self-storage units, and other real estate",5856453,NA,NA,NA
Real_Estate,Offices of real estate agents and brokers,38637342.56905068,45139920,TRUE,0.8559461906235252
Real_Estate,Other real estate activities,36739864,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Automotive equipment rental and leasing,58240212,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Other consumer goods and general rental centers,7185918,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Commercial and industrial machinery and equipment rental and leasing,42168054,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),6502577.430949322,45139920,TRUE,0.1440538093764748
Legal_Services,Legal services,42101326,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",48594156,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",154662015,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,5740539,NA,NA,NA
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,202448342,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",203827475,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,80945013,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,85365319,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",71344103,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of bank holding companies,201437133,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of other holding companies,1174050,NA,NA,NA
Administrative_and_Support_Services,Employment services,123841809,NA,NA,NA
Administrative_and_Support_Services,Travel arrangement and reservation services,46643831,NA,NA,NA
Administrative_and_Support_Services,Other administrative and support services,139340097,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,64799360,NA,NA,NA
Educational_Services,Educational services,29916033,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of physicians,156346181,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of dentists,19327971,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of other health practitioners,290755488,NA,NA,NA
Ambulatory_Health_Care_Services,Outpatient care centers,43619942,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,77564363,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",116998228,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",116998228,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",28745802,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",28745802,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",41668343,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",41668343,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",41668343,NA,NA,NA
Accomodation,Accommodation,96304398,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,216291691,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,94474019,NA,NA,NA
