detailed_industry,soi_industry,business_receipts
Farms,Crop production,7873072
Farms,Animal production,6161577
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,4056217
"Forestry,_Fishing,_and_Related_Activites","Fishing, hunting, and trapping",2360395
"Forestry,_Fishing,_and_Related_Activites",Support activities for agriculture and forestry,12609440
Oil_and_Gas_Extraction,Oil and gas extraction,154069030
Mining_(Except_Oil_and_Gas),Other mining,27995167
Support_Activities_For_Mining,Support activities for mining,26501116
Hydroelectric_Power_Generation,Utilities,201911133
Nuclear_Electric_Power_Generation,Utilities,201911133
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,201911133
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,201911133
Other_Electric_Power_Generation,Utilities,201911133
Electric_Power_Transmission_and_Distribution,Utilities,201911133
Natural_Gas_Distribution_and_Transmission,Utilities,201911133
Water_and_Sewer_Systems,Utilities,201911133
Construction,Construction,265915376
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,104395089
Other_Food_Products_Manufacturing,Food manufacturing,104395089
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,32967937
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,5343746
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,5343746
Apparel_Manufacturing,Apparel manufacturing,8163703
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,612439
Wood_Product_Manufacturing,Wood product manufacturing,16227634
Paper_Manufacturing,Paper manufacturing,27498766
Printing_and_Related_Support_Activities,Printing and related support activities,8284600
Petroleum_Refining,Petroleum and coal products manufacturing,469477383
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,469477383
Chemical_Manufacturing,Chemical manufacturing,125886898
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,24149910
Glass_Products_Manufacturing,Nonmetallic mineral products manufacturing,10237984
Cement_Manufacturing,Nonmetallic mineral products manufacturing,10237984
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral products manufacturing,10237984
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,45051036
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,45051036
