detailed_industry,soi_industry,business_receipts
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),133070872
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",485626841
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",485626841
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",485626841
Information_and_Data_Processing,"Data processing, hosting, and related services",219505954
Information_and_Data_Processing,Other information services,164873224
Depository_Credit_Intermediation,Depository credit intermediation,27476673
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,68597002
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),25197241
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",7819356
Other_Intermediation,"Activities related to credit intermediation  (loan brokers, check clearing, etc.)",80499666
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",272132201
Insurance_Carriers,Life insurance (Form 1120-L),736022471
Insurance_Carriers,Property and casualty companies (Form 1120-PC),1195208648
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,126608657
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities
(including third-party administration of insurance, etc.)",48638466
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",3043214
Real_Estate,Real estate,235070786
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,141880463
Legal_Services,Legal services,126750666
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",78738435
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",282791700
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,27922107
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,311982465
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",329293500
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,94359836
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,138733077
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",148314119
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),212406784
Administrative_and_Support_Services,Administrative and support services,613003968
Waste_Management_and_Remediation_Services,Waste management and remediation services,97996092
Educational_Services,Educational services,57503466
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,823423199
Social_Assistance,Miscellaneous health care and social assistance,145763588
Hospitals,"Hospitals, nursing, and residential care facilities",158457035
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",158457035
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",87387932
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",87387932
Amusement_Parks,"Amusement, gambling, and recreation industries",74692311
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",74692311
Other_Recreation_Services,"Amusement, gambling, and recreation industries",74692311
Accomodation,Accommodation,124057493
Food_Services_and_Drinking_Places,Food services and drinking places,492704015
Other_Services_(Except_Public_Administration),Other services,275909350
