detailed_industry,soi_industry,business_receipts
Farms,Agricultural production,135830329
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,12726719
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",42931466
Oil_and_Gas_Extraction,Oil and gas extraction,173877430
Mining_(Except_Oil_and_Gas),Coal mining,19343223
Mining_(Except_Oil_and_Gas),Metal ore mining,42023922
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,31356154
Support_Activities_For_Mining,Support activities for mining,87607461
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",298312095
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",298312095
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",298312095
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",298312095
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",298312095
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,59755538
Water_and_Sewer_Systems,"Water, sewage, and other systems",11375001
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,162166760
Construction,Construction,1559992504
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing","Animal food manufacturing, grain and oilseed milling",122087721
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,41551205
Other_Food_Products_Manufacturing,"Fruit and vegetable preserving, and specialty food",68263140
Other_Food_Products_Manufacturing,Dairy product,61916534
Other_Food_Products_Manufacturing,Meat and seafood processing,177281958
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,47202487
Other_Food_Products_Manufacturing,Other food,178401849
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,156777577
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,15694317
Other_Textile_and_Textile_Product_Mills,Textile product mills,25736662
Apparel_Manufacturing,Apparel manufacturing,36336742
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,10888630
Wood_Product_Manufacturing,Wood product manufacturing,88434061
Paper_Manufacturing,Paper manufacturing,161624977
Printing_and_Related_Support_Activities,Printing and related support activities,76805387
Petroleum_Refining,Petroleum refineries (including integrated),1248495929
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",18101644
Chemical_Manufacturing,Chemical manufacturing,866909850
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,203756318
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",20557831
Glass_Products_Manufacturing,Glass and glass product,30599826
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",73549315
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",123691694
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,90055159
Primary_Ferrous_Metal_Manufacturing,Foundries,31690095
Primary_Nonferrous_Metal_Manufacturing,Foundries,31690095
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,303593828
Machinery_Manufacturing,Machinery manufacturing,441181686
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,649598495
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",279892202
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,964218081
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,336458060
Ships_and_Boats_Manufacturing,Ship and boat building,48974478
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,33403106
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,81172297
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,151312606
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,80175434
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",2027692578
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",2536011194
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,978126092
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,87516118
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,100781188
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,266803484
Food_and_Beverages_Stores,"Food, beverage and liquor stores",706251097
Other_Non_Gas_Stations_Retail,Health and personal care stores,393031040
Gas_Stations,Gasoline stations,295800685
