detailed_industry,soi_industry,business_receipts
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,230228133
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",83219083
General_Merchandise_Stores,General merchandise stores,730602710
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,128637566
Other_Non_Gas_Stations_Retail,Nonstore retailers,281197501
Air_Transportation,Air transportation,182602509
Rail_Transportation,Rail transportation,56465336
Water_Transportation,Water transportation,29033105
Truck_Transportation,Truck transportation,256965974
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,30930552
Pipeline_Transportation,Pipeline transportation,8064061
Other_Transportation_and_Support_Activities,Other transportation and support activities,264291881
Warehousing_and_Storage,Warehousing and storage,20451741
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),239500711
Movie_Theaters,Motion picture and video industries (except video rental),94114232
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),94114232
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,8006231
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),128808333
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",468322126
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",468322126
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",468322126
Information_and_Data_Processing,"Data processing, hosting, and related services",78824066
Information_and_Data_Processing,Other information services,112713181
Depository_Credit_Intermediation,Depository credit intermediation,21972317
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,53709327
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),19653586
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",7411026
Other_Intermediation,"Activities related to credit intermediation  (loan brokers, check clearing, etc.)",54533878
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",232726754
Insurance_Carriers,Life insurance (Form 1120-L),619865815
Insurance_Carriers,Property and casualty companies (Form 1120-PC),1336872529
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,89520626
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities
(including third-party administration of insurance, etc.)",40102023
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",1800121
Real_Estate,Real estate,175177773
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,131953867
Legal_Services,Legal services,115100989
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",62938045
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",258606700
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,24676007
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,330895756
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",289322806
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,63247961
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,113573624
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",108339421
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),189933620
Administrative_and_Support_Services,Administrative and support services,510728044
Waste_Management_and_Remediation_Services,Waste management and remediation services,86034552
Educational_Services,Educational services,56884685
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,479013967
Social_Assistance,Miscellaneous health care and social assistance,125796283
Hospitals,"Hospitals, nursing, and residential care facilities",161084358
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",161084358
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",61580758
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",61580758
Amusement_Parks,"Amusement, gambling, and recreation industries",64864180
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",64864180
Other_Recreation_Services,"Amusement, gambling, and recreation industries",64864180
Accomodation,Accommodation,100800763
Food_Services_and_Drinking_Places,Food services and drinking places,446880177
Other_Services_(Except_Public_Administration),Other services,234028915
