detailed_industry,soi_industry,business_receipts
Farms,Agricultural production,120888381
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,11473288
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",33432846
Oil_and_Gas_Extraction,Oil and gas extraction,215268864
Mining_(Except_Oil_and_Gas),Coal mining,36039781
Mining_(Except_Oil_and_Gas),Metal ore mining,61220044
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,25127612
Support_Activities_For_Mining,Support activities for mining,99225998
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",300588034
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",300588034
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",300588034
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",300588034
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",300588034
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,89136546
Water_and_Sewer_Systems,"Water, sewage, and other systems",9511983
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,180897466
Construction,Construction,1121920687
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing","Animal food manufacturing, grain and oilseed milling",145519277
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,63916344
Other_Food_Products_Manufacturing,"Fruit and vegetable preserving, and specialty food",52491331
Other_Food_Products_Manufacturing,Dairy product,55614810
Other_Food_Products_Manufacturing,Meat and seafood processing,137879001
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,47218333
Other_Food_Products_Manufacturing,Other food,125670372
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,146221147
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,13011451
Other_Textile_and_Textile_Product_Mills,Textile product mills,22726837
Apparel_Manufacturing,Apparel manufacturing,52320368
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,8298687
Wood_Product_Manufacturing,Wood product manufacturing,67881461
Paper_Manufacturing,Paper manufacturing,173951075
Printing_and_Related_Support_Activities,Printing and related support activities,70898796
Petroleum_Refining,Petroleum refineries (including integrated),2324182286
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",19387210
Chemical_Manufacturing,Chemical manufacturing,852246913
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,187235249
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",19874101
Glass_Products_Manufacturing,Glass and glass product,25893007
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",53767875
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",155802858
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,113992768
Primary_Ferrous_Metal_Manufacturing,Foundries,23896160
Primary_Nonferrous_Metal_Manufacturing,Foundries,23896160
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,288199826
Machinery_Manufacturing,Machinery manufacturing,449867990
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,659285809
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",236867333
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,594083475
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,296667752
Ships_and_Boats_Manufacturing,Ship and boat building,46009015
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,26520730
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,53997467
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,130380294
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,74550143
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",1770816446
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",2473884318
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,739940236
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,75407336
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,101924632
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,208359084
Food_and_Beverages_Stores,"Food, beverage and liquor stores",558689953
Other_Non_Gas_Stations_Retail,Health and personal care stores,310795563
Gas_Stations,Gasoline stations,343811669
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,192820345
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",80127489
General_Merchandise_Stores,General merchandise stores,651183732
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,103064870
Other_Non_Gas_Stations_Retail,Nonstore retailers,192504688
Air_Transportation,Air transportation,164796315
Rail_Transportation,Rail transportation,53623978
Water_Transportation,Water transportation,28074682
Truck_Transportation,Truck transportation,239902522
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,26482340
Pipeline_Transportation,Pipeline transportation,11814531
Other_Transportation_and_Support_Activities,Other transportation and support activities,240677597
Warehousing_and_Storage,Warehousing and storage,25336987
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),209916353
Movie_Theaters,Motion picture and video industries (except video rental),99481967
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),99481967
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,6132279
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),98546378
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",421740756
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",421740756
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",421740756
Information_and_Data_Processing,"Data Processing, Hosting, and Related Services",36481983
Information_and_Data_Processing,Other information services,71215202
Depository_Credit_Intermediation,Depository credit intermediation,24262514
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,58974335
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),10334416
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",7428315
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",43493032
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",195252816
Insurance_Carriers,Life insurance,643484948
Insurance_Carriers,Mutual property and casualty companies (Form 1120-PC),249696761
Insurance_Carriers,Stock property and casualty companies (Form 1120-PC),683613378
