detailed_industry,soi_industry,business_receipts
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,75076117
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (including third-party admin. of Ins., etc.)",48211122
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",640741
Real_Estate,Real estate,112269425
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,104609303
Legal_Services,Legal services,96948130
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",53474741
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",213928684
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,18074241
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,262134754
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",210726235
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,48810506
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,91904628
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",90927053
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),181656982
Administrative_and_Support_Services,Administrative and support services,437153984
Waste_Management_and_Remediation_Services,Waste management and remediation services,75471972
Educational_Services,Educational services,64962081
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,420455445
Social_Assistance,Miscellaneous health care and social assistance,116308294
Hospitals,"Hospitals, nursing, and residential care facilities",146053896
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",146053896
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",49251895
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",49251895
Amusement_Parks,"Amusement, gambling, and recreation industries",49569110
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",49569110
Other_Recreation_Services,"Amusement, gambling, and recreation industries",49569110
Accomodation,Accommodation,81038533
Food_Services_and_Drinking_Places,Food services and drinking places,363847089
Other_Services_(Except_Public_Administration),Other services,197647988
