detailed_industry,soi_industry,business_receipts
Farms,Crop production,4146237
Farms,Animal production,5026674
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,3033208
"Forestry,_Fishing,_and_Related_Activites","Fishing, hunting, and trapping",1992355
"Forestry,_Fishing,_and_Related_Activites",Support activities for agriculture and forestry,10700860
Oil_and_Gas_Extraction,Oil and gas extraction,93475102
Mining_(Except_Oil_and_Gas),Other mining,21565701
Support_Activities_For_Mining,Support activities for mining,10489531
Hydroelectric_Power_Generation,Utilities,176715109
Nuclear_Electric_Power_Generation,Utilities,176715109
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,176715109
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,176715109
Other_Electric_Power_Generation,Utilities,176715109
Electric_Power_Transmission_and_Distribution,Utilities,176715109
Natural_Gas_Distribution_and_Transmission,Utilities,176715109
Water_and_Sewer_Systems,Utilities,176715109
Construction,Construction,191963403
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,81502561
Other_Food_Products_Manufacturing,Food manufacturing,81502561
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,27418283
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,5007129
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,5007129
Apparel_Manufacturing,Apparel manufacturing,5451415
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,336951
Wood_Product_Manufacturing,Wood product manufacturing,9947124
Paper_Manufacturing,Paper manufacturing,23634191
Printing_and_Related_Support_Activities,Printing and related support activities,6844816
Petroleum_Refining,Petroleum and coal products manufacturing,345695629
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,345695629
Chemical_Manufacturing,Chemical manufacturing,132623377
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,17892743
Glass_Products_Manufacturing,Nonmetallic mineral products manufacturing,7566108
Cement_Manufacturing,Nonmetallic mineral products manufacturing,7566108
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral products manufacturing,7566108
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,30925950
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,30925950
Fabricated_Metal_Product_Manufacturing,Fabricated metal products manufacturing,20747577
Machinery_Manufacturing,Machinery manufacturing,21178529
Computer_and_Electronic_Product_Manufacturing,Computer and electrical product manufacturing,16740049
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance and component manufacturing",5064031
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment manufacturing,88607208
Other_Transportation_Equipment_Manufacturing,Transportation equipment manufacturing,88607208
Ships_and_Boats_Manufacturing,Transportation equipment manufacturing,88607208
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,2004242
Medical_and_Dental_Supplies_Manufacturing,Miscellaneous manufacturing,25599094
Other_Miscellaneous_Manufacturing,Miscellaneous manufacturing,25599094
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",146257486
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",424614974
Motor_Vehicle_and_Parts_Dealers,Motor vehicle and parts dealers,108123497
Other_Non_Gas_Stations_Retail,Furniture and home furnishing stores,10384376
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,7083522
Other_Non_Gas_Stations_Retail,Building materials and garden equipment and supplies dealers,9922546
Food_and_Beverages_Stores,Food and beverage stores,81780700
Other_Non_Gas_Stations_Retail,Health and personal care stores,13385451
Gas_Stations,Gasoline stations,72025155
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,9751639
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",3248645
General_Merchandise_Stores,General merchandise stores,11501251
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,15555901
Other_Non_Gas_Stations_Retail,Nonstore retailers,37988538
Air_Transportation,Air and rail transportation,6893238
Rail_Transportation,Air and rail transportation,6893238
Water_Transportation,Water transportation,8065126
Truck_Transportation,Truck transportation,23273874
Transit_and_Ground_Passenger_Transportation,Other transit and ground passenger transportation,2313520
Pipeline_Transportation,Pipeline transportation,64607311
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,509724
Other_Transportation_and_Support_Activities,Support activities for transportation,21210337
Other_Transportation_and_Support_Activities,Couriers and messengers,1137957
Warehousing_and_Storage,Warehousing and storage,14281169
Publishing_Industries_(Except_Internet),Publishing industries (except internet),15691914
Movie_Theaters,Motion picture and sound recording industries,16162367
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,16162367
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),37698828
Telephone_Communication,Tele- communications,174250077
Cable_Television,Tele- communications,174250077
Other_Telecommunication,Tele- communications,174250077
Information_and_Data_Processing,Data processing services,2619596
Information_and_Data_Processing,Other information services,12659701
Depository_Credit_Intermediation,Depository credit intermediation,1462644
Nondepository_Credit_Intermediation,Nondepository credit intermediation,12166069
Other_Intermediation,Activities related to credit intermediation,8660481
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts and other financial investments and related activities",117440473
Insurance_Carriers,Insurance carriers and related activities,20929000
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,20929000
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",4683724
Real_Estate,Real estate,95269005
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,21094777
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),5946985
Legal_Services,Legal services,136715760
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping and payroll services",55070368
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering and related services",25328201
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,2439565
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,20528822
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",124494791
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),14691435
Administrative_and_Support_Services,Administrative and support services,69233147
Waste_Management_and_Remediation_Services,Waste management and remediation services,9218887
Educational_Services,Educational services,3721531
Ambulatory_Health_Care_Services,Offices of physicians and dentists,56719185
Ambulatory_Health_Care_Services,Offices of other health practitioners,8395400
Ambulatory_Health_Care_Services,Outpatient care centers,29265224
Ambulatory_Health_Care_Services,Medical and diagnostic laboratories,12554911
Ambulatory_Health_Care_Services,Home health care services,6219611
Ambulatory_Health_Care_Services,Other ambulatory health care services,1276545
Hospitals,Hospitals,43383480
Nursing_and_Residential_Care_Facilities,Nursing and residential care facilities,46925002
Social_Assistance,Social assistance,3411571
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports and related industries",25309617
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports and related industries",25309617
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",232972
Amusement_Parks,"Amusement, gambling, and recreation industries",24264083
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",24264083
Other_Recreation_Services,"Amusement, gambling, and recreation industries",24264083
Accomodation,Accommodation,60072373
Food_Services_and_Drinking_Places,Food services and drinking places,94219051
Other_Services_(Except_Public_Administration),Other services,26132339
