detailed_industry,soi_industry,business_receipts
Farms,Agricultural production,102607632
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,9653771
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",28444978
Oil_and_Gas_Extraction,Oil and gas extraction,152811669
Mining_(Except_Oil_and_Gas),Coal mining,30461943
Mining_(Except_Oil_and_Gas),Metal ore mining,40435619
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,22979684
Support_Activities_For_Mining,Support activities for mining,68418785
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",304106339
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",304106339
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",304106339
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",304106339
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",304106339
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,71496639
Water_and_Sewer_Systems,"Water, sewage, and other systems",8201254
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,186834583
Construction,Construction,1157122208
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing","Animal food manufacturing, grain and oilseed milling",117809850
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,55604824
Other_Food_Products_Manufacturing,"Fruit and vegetable preserving, and specialty food",49006400
Other_Food_Products_Manufacturing,Dairy product,40169945
Other_Food_Products_Manufacturing,Meat and seafood processing,114523892
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,45985669
Other_Food_Products_Manufacturing,Other food,115850113
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,146654398
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,9726351
Other_Textile_and_Textile_Product_Mills,Textile product mills,19121482
Apparel_Manufacturing,Apparel manufacturing,51184428
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,6996433
Wood_Product_Manufacturing,Wood product manufacturing,59679713
Paper_Manufacturing,Paper manufacturing,157031263
Printing_and_Related_Support_Activities,Printing and related support activities,73980225
Petroleum_Refining,Petroleum refineries (including integrated),1379953840
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",13503361
Chemical_Manufacturing,Chemical manufacturing,725534562
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,142770333
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",15052652
Glass_Products_Manufacturing,Glass and glass product,20630264
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",53665699
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",87881164
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,73177511
Primary_Ferrous_Metal_Manufacturing,Foundries,18918407
Primary_Nonferrous_Metal_Manufacturing,Foundries,18918407
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,250720364
Machinery_Manufacturing,Machinery manufacturing,313278922
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,574019239
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",224231535
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,376153316
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,288711277
Ships_and_Boats_Manufacturing,Ship and boat building,32907903
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,23588653
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,49397689
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,151205981
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,78288618
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",1446464331
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",1909327548
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,594967371
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,75329916
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,96122910
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,202675031
Food_and_Beverages_Stores,"Food, beverage and liquor stores",512799814
Other_Non_Gas_Stations_Retail,Health and personal care stores,320840628
Gas_Stations,Gasoline stations,253312956
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,173729565
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",80429498
General_Merchandise_Stores,General merchandise stores,614028670
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,107675079
Other_Non_Gas_Stations_Retail,Nonstore retailers,162886189
Air_Transportation,Air transportation,135314205
Rail_Transportation,Rail transportation,56987789
Water_Transportation,Water transportation,28056599
Truck_Transportation,Truck transportation,192069221
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,22001880
Pipeline_Transportation,Pipeline transportation,10810058
Other_Transportation_and_Support_Activities,Other transportation and support activities,190534107
Warehousing_and_Storage,Warehousing and storage,20199130
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),220057900
Movie_Theaters,Motion picture and video industries (except video rental),69650327
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),69650327
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,6031740
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),88908660
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",455878368
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",455878368
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",455878368
Information_and_Data_Processing,"Data Processing, Hosting, and Related Services",26900369
Information_and_Data_Processing,Other information services,56800905
Depository_Credit_Intermediation,Depository credit intermediation,18357397
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,55113484
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),10456599
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",6839348
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",41119581
