detailed_industry,soi_industry,business_receipts
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",198791696
Insurance_Carriers,Life insurance,783307172
Insurance_Carriers,Mutual property and casualty companies (Form 1120-PC),211511871
Insurance_Carriers,Stock property and casualty companies (Form 1120-PC),607840243
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,65855536
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (including third-party admin. of Ins., etc.)",47817599
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",1446581
Real_Estate,Real estate,110331976
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,94322307
Legal_Services,Legal services,92305297
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",98225121
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",211916650
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,16404799
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,220809159
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",185202316
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,37850956
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,78172755
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",85830903
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),215313771
Administrative_and_Support_Services,Administrative and support services,364730218
Waste_Management_and_Remediation_Services,Waste management and remediation services,64892164
Educational_Services,Educational services,55914157
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,414884306
Social_Assistance,Miscellaneous health care and social assistance,101613667
Hospitals,"Hospitals, nursing, and residential care facilities",125166953
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",125166953
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",41873868
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",41873868
Amusement_Parks,"Amusement, gambling, and recreation industries",45180658
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",45180658
Other_Recreation_Services,"Amusement, gambling, and recreation industries",45180658
Accomodation,Accommodation,78250277
Food_Services_and_Drinking_Places,Food services and drinking places,334650023
Other_Services_(Except_Public_Administration),Other services,183044761
