detailed_industry,soi_industry,business_receipts
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other insurance related activities and other financial vehicles,5000855
Real_Estate,Real estate,77274746
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,5277327
Legal_Services,Legal services,40868244
"Other_Professional,_Scientific,_and_Technical_Services",Offices of certified public accountants,4056721
"Other_Professional,_Scientific,_and_Technical_Services",Other accounting services,9536589
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",16384728
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,10336499
Computer_Systems_Design_and_Related_Services,Computer systems design services,12403274
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",95040125
Management_Of_Companies_and_Enterprises,Administrative and support services,72981513
Administrative_and_Support_Services,Administrative and support services,72981513
Waste_Management_and_Remediation_Services,Waste management and remediation services,2666461
Educational_Services,Educational services,12991265
Ambulatory_Health_Care_Services,Ambulatory health care services,97997476
Nursing_and_Residential_Care_Facilities,Home health care services,7912267
Hospitals,Hospitals,546570
Social_Assistance,Social assistance,17310335
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",32095805
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",32095805
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",115733
Amusement_Parks,"Amusement, gambling, and recreation industries",11875068
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",11875068
Other_Recreation_Services,"Amusement, gambling, and recreation industries",11875068
Accomodation,Accommodation,6699754
Food_Services_and_Drinking_Places,Restaurants (full & limited service) and drinking places,56121875
Other_Services_(Except_Public_Administration),Other services,111682880
