detailed_industry,soi_industry,business_receipts
"Forestry,_Fishing,_and_Related_Activites","Agriculture, forestry, hunting, and fishing",21580554
Farms,Animal production (including breeding of cats and dogs),0
Oil_and_Gas_Extraction,Oil and gas extraction,6046578
Mining_(Except_Oil_and_Gas),Other mining,647678
Support_Activities_For_Mining,Support activities for mining,2612171
Hydroelectric_Power_Generation,Utilities,924882
Nuclear_Electric_Power_Generation,Utilities,924882
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,924882
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,924882
Other_Electric_Power_Generation,Utilities,924882
Electric_Power_Transmission_and_Distribution,Utilities,924882
Natural_Gas_Distribution_and_Transmission,Utilities,924882
Water_and_Sewer_Systems,Utilities,924882
Construction,Construction,229686192
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,5377616
Other_Food_Products_Manufacturing,Food manufacturing,5377616
Beverage_and_Tobacco_Products_Manufacturing,Food manufacturing,5377616
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile and textile product mills,532763
Other_Textile_and_Textile_Product_Mills,Textile and textile product mills,532763
Apparel_Manufacturing,Apparel,972743
Leather_and_Allied_Products_Manufacturing,Leather and allied products,176370
Wood_Product_Manufacturing,Wood products,3794505
Paper_Manufacturing,Paper products,0
Printing_and_Related_Support_Activities,Printing and related support activities,2085533
Petroleum_Refining,Petroleum and coal products,528116
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products,528116
Chemical_Manufacturing,Chemical manufacturing,1386552
Plastics_and_Rubber_Products_Manufacturing,Plastic and rubber products,759727
Glass_Products_Manufacturing,Nonmetallic mineral products,1023181
Cement_Manufacturing,Nonmetallic mineral products,1023181
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral products,1023181
Primary_Ferrous_Metal_Manufacturing,Primary metal industries,770125
Primary_Nonferrous_Metal_Manufacturing,Primary metal industries,770125
Fabricated_Metal_Product_Manufacturing,Fabricated metal products,4376694
Machinery_Manufacturing,Machinery,1829677
Computer_and_Electronic_Product_Manufacturing,Computer and electronic products,667712
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliances, and components",761912
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment,1067202
Other_Transportation_Equipment_Manufacturing,Transportation equipment,1067202
Ships_and_Boats_Manufacturing,Transportation equipment,1067202
