detailed_industry,soi_industry,business_receipts
Computer_Systems_Design_and_Related_Services,Computer systems design services,11510493
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",86184956
Management_Of_Companies_and_Enterprises,Administrative and support services,68842443
Administrative_and_Support_Services,Administrative and support services,68842443
Waste_Management_and_Remediation_Services,Waste management and remediation services,2682741
Educational_Services,Educational services,11417816
Ambulatory_Health_Care_Services,Ambulatory health care services,96469866
Nursing_and_Residential_Care_Facilities,Home health care services,6786811
Hospitals,Hospitals,799972
Social_Assistance,Social assistance,16961564
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",29051774
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",29051774
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",143523
Amusement_Parks,"Amusement, gambling, and recreation industries",8715129
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",8715129
Other_Recreation_Services,"Amusement, gambling, and recreation industries",8715129
Accomodation,Accommodation,5441344
Food_Services_and_Drinking_Places,Restaurants (full & limited service) and drinking places,49609571
Other_Services_(Except_Public_Administration),Other services,98038571
