detailed_industry,soi_industry,business_receipts
Farms,Crop production,7479506
Farms,Animal production,6553380
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,3922633
"Forestry,_Fishing,_and_Related_Activites","Fishing, hunting, and trapping",2814463
"Forestry,_Fishing,_and_Related_Activites",Support activities for agriculture and forestry,12432731
Oil_and_Gas_Extraction,Oil and gas extraction,138773570
Mining_(Except_Oil_and_Gas),Other mining,26554585
Support_Activities_For_Mining,Support activities for mining,19241232
Hydroelectric_Power_Generation,Utilities,190749217
Nuclear_Electric_Power_Generation,Utilities,190749217
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,190749217
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,190749217
Other_Electric_Power_Generation,Utilities,190749217
Electric_Power_Transmission_and_Distribution,Utilities,190749217
Natural_Gas_Distribution_and_Transmission,Utilities,190749217
Water_and_Sewer_Systems,Utilities,190749217
Construction,Construction,232558801
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,95714441
Other_Food_Products_Manufacturing,Food manufacturing,95714441
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,31517362
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,4806296
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,4806296
Apparel_Manufacturing,Apparel manufacturing,6860547
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,318064
Wood_Product_Manufacturing,Wood product manufacturing,12616049
Paper_Manufacturing,Paper manufacturing,25276319
Printing_and_Related_Support_Activities,Printing and related support activities,8265701
Petroleum_Refining,Petroleum and coal products manufacturing,484874260
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,484874260
Chemical_Manufacturing,Chemical manufacturing,123978518
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,22107876
Glass_Products_Manufacturing,Nonmetallic mineral products manufacturing,9471737
Cement_Manufacturing,Nonmetallic mineral products manufacturing,9471737
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral products manufacturing,9471737
