detailed_industry,soi_industry,business_receipts
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,39909579
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,39909579
Fabricated_Metal_Product_Manufacturing,Fabricated metal products manufacturing,28694957
Machinery_Manufacturing,Machinery manufacturing,38759708
Computer_and_Electronic_Product_Manufacturing,Computer and electrical product manufacturing,18740018
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance and component manufacturing",7400333
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment manufacturing,121500547
Other_Transportation_Equipment_Manufacturing,Transportation equipment manufacturing,121500547
Ships_and_Boats_Manufacturing,Transportation equipment manufacturing,121500547
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,3732461
Medical_and_Dental_Supplies_Manufacturing,Miscellaneous manufacturing,20898451
Other_Miscellaneous_Manufacturing,Miscellaneous manufacturing,20898451
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",189225938
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",653006440
Motor_Vehicle_and_Parts_Dealers,Motor vehicle and parts dealers,163849690
Other_Non_Gas_Stations_Retail,Furniture and home furnishing stores,12579863
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,6056945
Other_Non_Gas_Stations_Retail,Building materials and garden equipment and supplies dealers,14470403
Food_and_Beverages_Stores,Food and beverage stores,69727000
Other_Non_Gas_Stations_Retail,Health and personal care stores,16913564
Gas_Stations,Gasoline stations,93390733
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,14528571
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",10745483
General_Merchandise_Stores,General merchandise stores,8775316
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,19237052
Other_Non_Gas_Stations_Retail,Nonstore retailers,40116613
Air_Transportation,Air and rail transportation,12118230
Rail_Transportation,Air and rail transportation,12118230
Water_Transportation,Water transportation,10945403
Truck_Transportation,Truck transportation,34925035
Transit_and_Ground_Passenger_Transportation,Other transit and ground passenger transportation,3909028
Pipeline_Transportation,Pipeline transportation,115542341
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,942953
Other_Transportation_and_Support_Activities,Support activities for transportation,26425531
Other_Transportation_and_Support_Activities,Couriers and messengers,1390896
Warehousing_and_Storage,Warehousing and storage,7977534
Publishing_Industries_(Except_Internet),Publishing industries (except internet),18555663
Movie_Theaters,Motion picture and sound recording industries,17535022
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,17535022
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),58011806
Telephone_Communication,"Tele-communications (including paging, cellular, satellite, cable and internet service providers)",213250320
Cable_Television,"Tele-communications (including paging, cellular, satellite, cable and internet service providers)",213250320
Other_Telecommunication,"Tele-communications (including paging, cellular, satellite, cable and internet service providers)",213250320
Information_and_Data_Processing,Data processing services,7990664
Information_and_Data_Processing,Other information services,15002633
Depository_Credit_Intermediation,Depository credit intermediation,1222687
Nondepository_Credit_Intermediation,Nondepository credit intermediation,15668528
Other_Intermediation,Activities related to credit intermediation,7902360
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts and other financial investments and related activities",164799054
Insurance_Carriers,Insurance carriers and related activities,20195832
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,20195832
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",8250272
Real_Estate,Real estate,112891025
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,25199791
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),6710240
Legal_Services,Legal services,148855864
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping and payroll services",80708311
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering and related services",26902784
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,3301372
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,32373198
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",148470459
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),17290999
Administrative_and_Support_Services,Administrative and support services,96791778
Waste_Management_and_Remediation_Services,Waste management and remediation services,10720303
Educational_Services,Educational services,5894656
Ambulatory_Health_Care_Services,Offices of physicians and dentists,62964892
Ambulatory_Health_Care_Services,Offices of other health practitioners,9789661
Ambulatory_Health_Care_Services,Outpatient care centers,33291263
Ambulatory_Health_Care_Services,Medical and diagnostic laboratories,11749458
Ambulatory_Health_Care_Services,Home health care services,6759592
Ambulatory_Health_Care_Services,Other ambulatory health care services,2206290
Hospitals,Hospitals,48368949
Nursing_and_Residential_Care_Facilities,Nursing and residential care facilities,57745293
Social_Assistance,Social assistance,3891158
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports and related industries",30195620
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports and related industries",30195620
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",214629
Amusement_Parks,"Amusement, gambling, and recreation industries",31029835
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",31029835
Other_Recreation_Services,"Amusement, gambling, and recreation industries",31029835
Accomodation,Accommodation,72204004
Food_Services_and_Drinking_Places,Food services and drinking places,116761419
Other_Services_(Except_Public_Administration),Other services,30247618
