detailed_industry,soi_industry,business_receipts
Other_Non_Gas_Stations_Retail,Clothing and accessories stores,8589688
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",6897403
General_Merchandise_Stores,General merchandise stores,2719761
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,30172130
Other_Non_Gas_Stations_Retail,Nonstore retailers,20851084
Air_Transportation,Air and rail transportation,1311074
Rail_Transportation,Air and rail transportation,1311074
Water_Transportation,Water transportation,815622
Truck_Transportation,Truck transportation,52855874
Transit_and_Ground_Passenger_Transportation,Other transit and ground transportation,6081589
Pipeline_Transportation,Pipeline transportation,0
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,677194
Other_Transportation_and_Support_Activities,Support activities for transportation (including motor vehicle towing),3332436
Other_Transportation_and_Support_Activities,Couriers and messengers,5304193
Warehousing_and_Storage,Warehousing and storage facilities,386317
Publishing_Industries_(Except_Internet),Publishing industries (except internet),1508413
Movie_Theaters,Motion picture and sound recording,2447145
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording,2447145
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet) and telecommunications and internet service providers,3600538
Telephone_Communication,Broadcasting (except internet) and telecommunications and internet service providers,3600538
Cable_Television,Broadcasting (except internet) and telecommunications and internet service providers,3600538
Other_Telecommunication,Broadcasting (except internet) and telecommunications and internet service providers,3600538
Information_and_Data_Processing,"Data processing, internet publishing and broadcasting, and web search portals",2518147
Depository_Credit_Intermediation,Credit intermediation and related activities,2951452
Nondepository_Credit_Intermediation,Credit intermediation and related activities,2951452
Other_Intermediation,Credit intermediation and related activities,2951452
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, and other financial investments",57260013
Insurance_Carriers,"Insurance agents, brokers, and related activities",0
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,26769808
Insurance_Agencies_and_Brokers_and_Related_Services,Other insurance related activities and other financial vehicles,3913565
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other insurance related activities and other financial vehicles,3913565
Real_Estate,Real estate,45806771
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,3902339
Legal_Services,Legal services,39165911
"Other_Professional,_Scientific,_and_Technical_Services",Offices of certified public accountants,4385854
"Other_Professional,_Scientific,_and_Technical_Services",Other accounting services,8305646
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",12640450
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,6631470
Computer_Systems_Design_and_Related_Services,Computer systems design services,9589935
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",76638286
Management_Of_Companies_and_Enterprises,Administrative and support services,58520898
Administrative_and_Support_Services,Administrative and support services,58520898
Waste_Management_and_Remediation_Services,Waste management and remediation services,1752936
Educational_Services,Educational services,8858832
Ambulatory_Health_Care_Services,Ambulatory health care services,97610612
Nursing_and_Residential_Care_Facilities,Home health care services,5646688
Hospitals,Hospitals,489884
Social_Assistance,Social assistance,16432422
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",22150638
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",22150638
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",50656
Amusement_Parks,"Amusement, gambling, and recreation industries",7036282
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",7036282
Other_Recreation_Services,"Amusement, gambling, and recreation industries",7036282
Accomodation,Accommodation,5097240
Food_Services_and_Drinking_Places,Food services and drinking places,41435213
Other_Services_(Except_Public_Administration),Other services,83822044
