detailed_industry,soi_industry,business_receipts
Farms,Agricultural production,155632731
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,15746756
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",57053213
Oil_and_Gas_Extraction,Oil and gas extraction,261750737
Mining_(Except_Oil_and_Gas),Coal mining,16127010
Mining_(Except_Oil_and_Gas),Metal ore mining,65867638
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,36660406
Support_Activities_For_Mining,Support activities for mining,56669214
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",366067568
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",366067568
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",366067568
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",366067568
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",366067568
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,78039475
Water_and_Sewer_Systems,"Water, sewage, and other systems",14159705
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,200276681
Construction,Construction,2276626801
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing","Animal food manufacturing, grain and oilseed milling",175907679
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,25958797
Other_Food_Products_Manufacturing,"Fruit and vegetable preserving, and specialty food",79815206
Other_Food_Products_Manufacturing,Dairy product,55442546
Other_Food_Products_Manufacturing,Meat and seafood processing,203949616
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,46857104
Other_Food_Products_Manufacturing,Other food,174906842
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,181759644
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,14371874
Other_Textile_and_Textile_Product_Mills,Textile product mills,28001339
Apparel_Manufacturing,Apparel manufacturing,33817351
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,11842590
Wood_Product_Manufacturing,Wood product manufacturing,144485209
Paper_Manufacturing,Paper manufacturing,165694643
Printing_and_Related_Support_Activities,Printing and related support activities,62490453
Petroleum_Refining,Petroleum refineries (including integrated),1285226791
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",28004430
Chemical_Manufacturing,Chemical manufacturing,1095261680
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,226775651
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",36760911
Glass_Products_Manufacturing,Glass and glass product,24665103
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",90648157
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",165886716
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,97022306
Primary_Ferrous_Metal_Manufacturing,Foundries,23420810
Primary_Nonferrous_Metal_Manufacturing,Foundries,23420810
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,342497370
Machinery_Manufacturing,Machinery manufacturing,442262279
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,875497447
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",286953056
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,862998500
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,310339052
Ships_and_Boats_Manufacturing,Ship and boat building,55822035
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,53171314
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,79433195
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,196745942
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,106835772
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",2615319460
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",3520294860
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,1249571726
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,123035164
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,126198259
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,449653592
Food_and_Beverages_Stores,"Food, beverage and liquor stores",887474668
Other_Non_Gas_Stations_Retail,Health and personal care stores,534089050
Gas_Stations,Gasoline stations,397890725
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,247569665
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",84171948
General_Merchandise_Stores,General merchandise stores,884836814
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,182482376
Other_Non_Gas_Stations_Retail,Nonstore retailers,662301293
Air_Transportation,Air transportation,160536437
Rail_Transportation,Rail transportation,58395057
