detailed_industry,soi_industry,business_receipts
Farms,"Agriculture, forestry, fishing, and hunting",40477281
"Forestry,_Fishing,_and_Related_Activites","Agriculture, forestry, fishing, and hunting",40477281
Oil_and_Gas_Extraction,Mining,190502632
Mining_(Except_Oil_and_Gas),Mining,190502632
Support_Activities_For_Mining,Mining,190502632
Hydroelectric_Power_Generation,Utilities,240416203
Nuclear_Electric_Power_Generation,Utilities,240416203
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,240416203
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,240416203
Other_Electric_Power_Generation,Utilities,240416203
Electric_Power_Transmission_and_Distribution,Utilities,240416203
Natural_Gas_Distribution_and_Transmission,Utilities,240416203
Water_and_Sewer_Systems,Utilities,240416203
Construction,Construction,379488747
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Manufacturing,1013803989
Other_Food_Products_Manufacturing,Manufacturing,1013803989
Beverage_and_Tobacco_Products_Manufacturing,Manufacturing,1013803989
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Manufacturing,1013803989
Other_Textile_and_Textile_Product_Mills,Manufacturing,1013803989
Apparel_Manufacturing,Manufacturing,1013803989
Leather_and_Allied_Products_Manufacturing,Manufacturing,1013803989
Wood_Product_Manufacturing,Manufacturing,1013803989
Paper_Manufacturing,Manufacturing,1013803989
Printing_and_Related_Support_Activities,Manufacturing,1013803989
Petroleum_Refining,Manufacturing,1013803989
Other_Petroleum_and_Coal_Products_Manufacturing,Manufacturing,1013803989
Chemical_Manufacturing,Manufacturing,1013803989
Plastics_and_Rubber_Products_Manufacturing,Manufacturing,1013803989
Glass_Products_Manufacturing,Manufacturing,1013803989
Cement_Manufacturing,Manufacturing,1013803989
Other_Nonmetalic_Mineral_Products_Manufacturing,Manufacturing,1013803989
Primary_Ferrous_Metal_Manufacturing,Manufacturing,1013803989
Primary_Nonferrous_Metal_Manufacturing,Manufacturing,1013803989
Fabricated_Metal_Product_Manufacturing,Manufacturing,1013803989
Machinery_Manufacturing,Manufacturing,1013803989
Computer_and_Electronic_Product_Manufacturing,Manufacturing,1013803989
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Manufacturing,1013803989
Motor_Vehicle_and_Parts_Manufacturing,Manufacturing,1013803989
Ships_and_Boats_Manufacturing,Manufacturing,1013803989
Other_Transportation_Equipment_Manufacturing,Manufacturing,1013803989
Furniture_and_Related_Products_Manufacturing,Manufacturing,1013803989
Medical_and_Dental_Supplies_Manufacturing,Manufacturing,1013803989
Other_Miscellaneous_Manufacturing,Manufacturing,1013803989
Wholesale_Durable_Goods,Wholesale trade,777006573
Wholesale_Nondurable_Goods,Wholesale trade,777006573
Motor_Vehicle_and_Parts_Dealers,Retail trade,615751504
Food_and_Beverages_Stores,Retail trade,615751504
General_Merchandise_Stores,Retail trade,615751504
Gas_Stations,Retail trade,615751504
Other_Non_Gas_Stations_Retail,Retail trade,615751504
Air_Transportation,Transportation and warehousing,268471903
Rail_Transportation,Transportation and warehousing,268471903
Water_Transportation,Transportation and warehousing,268471903
Truck_Transportation,Transportation and warehousing,268471903
Transit_and_Ground_Passenger_Transportation,Transportation and warehousing,268471903
Pipeline_Transportation,Transportation and warehousing,268471903
Other_Transportation_and_Support_Activities,Transportation and warehousing,268471903
Warehousing_and_Storage,Transportation and warehousing,268471903
Publishing_Industries_(Except_Internet),Information,406415396
Movie_Theaters,Information,406415396
Other_Motion_Picture_and_Sound_Recording,Information,406415396
Broadcasting_(Except_Internet)_and_Telecommunications,Information,406415396
Telephone_Communication,Information,406415396
Cable_Television,Information,406415396
Other_Telecommunication,Information,406415396
Information_and_Data_Processing,Information,406415396
Depository_Credit_Intermediation,Finance and insurance,293374272
Other_Intermediation,Finance and insurance,293374272
Nondepository_Credit_Intermediation,Finance and insurance,293374272
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Finance and insurance,293374272
Insurance_Carriers,Finance and insurance,293374272
Insurance_Agencies_and_Brokers_and_Related_Services,Finance and insurance,293374272
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Finance and insurance,293374272
Real_Estate,Real estate and rental and leasing,209432026
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Real estate and rental and leasing,209432026
Legal_Services,"Professional, scientific, and technical services",566280319
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",566280319
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",566280319
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),31127389
Administrative_and_Support_Services,Administrative and support and waste management and remediation services,134722890
Waste_Management_and_Remediation_Services,Administrative and support and waste management and remediation services,134722890
Ambulatory_Health_Care_Services,Health care and social assistance,326688261
Hospitals,Health care and social assistance,326688261
Nursing_and_Residential_Care_Facilities,Health care and social assistance,326688261
Social_Assistance,Health care and social assistance,326688261
"Independent_Artists,_Writers,_and_Performers","Arts, entertainment, and recreation",90145747
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Arts, entertainment, and recreation",90145747
Amusement_Parks,"Arts, entertainment, and recreation",90145747
Gambling_and_Bowling,"Arts, entertainment, and recreation",90145747
Other_Recreation_Services,"Arts, entertainment, and recreation",90145747
Accomodation,Accommodation and food services,263136653
Food_Services_and_Drinking_Places,Accommodation and food services,263136653
Educational_Services,Educational and Other services,57038748
Other_Services_(Except_Public_Administration),Educational and Other services,57038748
