detailed_industry,soi_industry,business_receipts
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",1592117321
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",2205855504
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,667659867
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,75664409
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,100079085
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,205600229
Food_and_Beverages_Stores,"Food, beverage and liquor stores",521554653
Other_Non_Gas_Stations_Retail,Health and personal care stores,283623035
Gas_Stations,Gasoline stations,291512873
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,185651870
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",79736800
General_Merchandise_Stores,General merchandise stores,631239712
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,100162279
Other_Non_Gas_Stations_Retail,Nonstore retailers,190904059
Air_Transportation,Air transportation,152066037
Rail_Transportation,Rail transportation,46971392
Water_Transportation,Water transportation,28351132
Truck_Transportation,Truck transportation,208929247
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,23395056
Pipeline_Transportation,Pipeline transportation,14567323
Other_Transportation_and_Support_Activities,Other transportation and support activities,215803555
Warehousing_and_Storage,Warehousing and storage,24338151
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),223439262
Movie_Theaters,Motion picture and video industries (except video rental),96730122
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),96730122
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,6312373
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),94317738
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",408238119
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",408238119
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",408238119
Information_and_Data_Processing,"Data Processing, Hosting, and Related Services",29900004
Information_and_Data_Processing,Other information services,63483524
Depository_Credit_Intermediation,Depository credit intermediation,18831195
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,59251984
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),11662610
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",11117142
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",41306174
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",187333516
Insurance_Carriers,Life insurance,633474634
Insurance_Carriers,Mutual property and casualty companies (Form 1120-PC),235467868
Insurance_Carriers,Stock property and casualty companies (Form 1120-PC),602553978
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,67866147
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (including third-party admin. of Ins., etc.)",44052504
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",691115
Real_Estate,Real estate,113152701
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,98899226
Legal_Services,Legal services,97943966
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",60223356
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",220894499
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,15516095
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,234271284
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",196570250
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,44020296
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,87244871
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",88657882
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),184710680
Administrative_and_Support_Services,Administrative and support services,386349795
Waste_Management_and_Remediation_Services,Waste management and remediation services,77882128
Educational_Services,Educational services,63705946
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,410847666
Social_Assistance,Miscellaneous health care and social assistance,111929275
Hospitals,"Hospitals, nursing, and residential care facilities",137560262
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",137560262
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",43104786
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",43104786
Amusement_Parks,"Amusement, gambling, and recreation industries",47526526
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",47526526
Other_Recreation_Services,"Amusement, gambling, and recreation industries",47526526
Accomodation,Accommodation,79608499
Food_Services_and_Drinking_Places,Food services and drinking places,343209513
Other_Services_(Except_Public_Administration),Other services,192540667
