detailed_industry,soi_industry,business_receipts
Farms,"Agriculture, forestry, fishing, and hunting",36805577
"Forestry,_Fishing,_and_Related_Activites","Agriculture, forestry, fishing, and hunting",36805577
Oil_and_Gas_Extraction,Mining,160944840
Mining_(Except_Oil_and_Gas),Mining,160944840
Support_Activities_For_Mining,Mining,160944840
Hydroelectric_Power_Generation,Utilities,187070858
Nuclear_Electric_Power_Generation,Utilities,187070858
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,187070858
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,187070858
Other_Electric_Power_Generation,Utilities,187070858
Electric_Power_Transmission_and_Distribution,Utilities,187070858
Natural_Gas_Distribution_and_Transmission,Utilities,187070858
Water_and_Sewer_Systems,Utilities,187070858
Construction,Construction,363908944
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Manufacturing,895763897
Other_Food_Products_Manufacturing,Manufacturing,895763897
Beverage_and_Tobacco_Products_Manufacturing,Manufacturing,895763897
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Manufacturing,895763897
Other_Textile_and_Textile_Product_Mills,Manufacturing,895763897
Apparel_Manufacturing,Manufacturing,895763897
Leather_and_Allied_Products_Manufacturing,Manufacturing,895763897
Wood_Product_Manufacturing,Manufacturing,895763897
Paper_Manufacturing,Manufacturing,895763897
Printing_and_Related_Support_Activities,Manufacturing,895763897
Petroleum_Refining,Manufacturing,895763897
Other_Petroleum_and_Coal_Products_Manufacturing,Manufacturing,895763897
Chemical_Manufacturing,Manufacturing,895763897
Plastics_and_Rubber_Products_Manufacturing,Manufacturing,895763897
Glass_Products_Manufacturing,Manufacturing,895763897
Cement_Manufacturing,Manufacturing,895763897
Other_Nonmetalic_Mineral_Products_Manufacturing,Manufacturing,895763897
Primary_Ferrous_Metal_Manufacturing,Manufacturing,895763897
Primary_Nonferrous_Metal_Manufacturing,Manufacturing,895763897
Fabricated_Metal_Product_Manufacturing,Manufacturing,895763897
Machinery_Manufacturing,Manufacturing,895763897
Computer_and_Electronic_Product_Manufacturing,Manufacturing,895763897
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Manufacturing,895763897
Motor_Vehicle_and_Parts_Manufacturing,Manufacturing,895763897
Ships_and_Boats_Manufacturing,Manufacturing,895763897
Other_Transportation_Equipment_Manufacturing,Manufacturing,895763897
Furniture_and_Related_Products_Manufacturing,Manufacturing,895763897
Medical_and_Dental_Supplies_Manufacturing,Manufacturing,895763897
Other_Miscellaneous_Manufacturing,Manufacturing,895763897
Wholesale_Durable_Goods,Wholesale trade,696627530
Wholesale_Nondurable_Goods,Wholesale trade,696627530
Motor_Vehicle_and_Parts_Dealers,Retail trade,588590290
Food_and_Beverages_Stores,Retail trade,588590290
General_Merchandise_Stores,Retail trade,588590290
Gas_Stations,Retail trade,588590290
Other_Non_Gas_Stations_Retail,Retail trade,588590290
Air_Transportation,Transportation and warehousing,240382622
Rail_Transportation,Transportation and warehousing,240382622
Water_Transportation,Transportation and warehousing,240382622
Truck_Transportation,Transportation and warehousing,240382622
Transit_and_Ground_Passenger_Transportation,Transportation and warehousing,240382622
Pipeline_Transportation,Transportation and warehousing,240382622
Other_Transportation_and_Support_Activities,Transportation and warehousing,240382622
Warehousing_and_Storage,Transportation and warehousing,240382622
Publishing_Industries_(Except_Internet),Information,399008294
Movie_Theaters,Information,399008294
Other_Motion_Picture_and_Sound_Recording,Information,399008294
Broadcasting_(Except_Internet)_and_Telecommunications,Information,399008294
Telephone_Communication,Information,399008294
Cable_Television,Information,399008294
Other_Telecommunication,Information,399008294
Information_and_Data_Processing,Information,399008294
Depository_Credit_Intermediation,Finance and insurance,295774932
Other_Intermediation,Finance and insurance,295774932
Nondepository_Credit_Intermediation,Finance and insurance,295774932
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Finance and insurance,295774932
Insurance_Carriers,Finance and insurance,295774932
Insurance_Agencies_and_Brokers_and_Related_Services,Finance and insurance,295774932
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Finance and insurance,295774932
Real_Estate,Real estate and rental and leasing,208844175
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Real estate and rental and leasing,208844175
Legal_Services,"Professional, scientific, and technical services",521393891
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",521393891
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",521393891
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),22721853
Administrative_and_Support_Services,Administrative and support and waste management and remediation services,125871293
Waste_Management_and_Remediation_Services,Administrative and support and waste management and remediation services,125871293
Ambulatory_Health_Care_Services,Health care and social assistance,319593345
Hospitals,Health care and social assistance,319593345
Nursing_and_Residential_Care_Facilities,Health care and social assistance,319593345
Social_Assistance,Health care and social assistance,319593345
"Independent_Artists,_Writers,_and_Performers","Arts, entertainment, and recreation",91604987
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Arts, entertainment, and recreation",91604987
Amusement_Parks,"Arts, entertainment, and recreation",91604987
Gambling_and_Bowling,"Arts, entertainment, and recreation",91604987
Other_Recreation_Services,"Arts, entertainment, and recreation",91604987
Accomodation,Accommodation and food services,251429961
Food_Services_and_Drinking_Places,Accommodation and food services,251429961
Educational_Services,Educational and Other services,53273331
Other_Services_(Except_Public_Administration),Educational and Other services,53273331
