detailed_industry,soi_industry,business_receipts
Transit_and_Ground_Passenger_Transportation,Other transit and ground transportation,3943701
Pipeline_Transportation,Pipeline transportation,280005
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,450777
Other_Transportation_and_Support_Activities,Support activities for transportation (including motor vehicle towing),5707379
Other_Transportation_and_Support_Activities,Couriers and messengers,12819647
Warehousing_and_Storage,Warehousing and storage facilities,1281333
Publishing_Industries_(Except_Internet),Publishing industries (except internet),1325762
Movie_Theaters,Motion picture and sound recording,3496010
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording,3496010
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet) and telecommunications and internet service providers,2421164
Telephone_Communication,Broadcasting (except internet) and telecommunications and internet service providers,2421164
Cable_Television,Broadcasting (except internet) and telecommunications and internet service providers,2421164
Other_Telecommunication,Broadcasting (except internet) and telecommunications and internet service providers,2421164
Information_and_Data_Processing,"Data processing, internet publishing and broadcasting, and web search portals",3672112
Depository_Credit_Intermediation,Credit intermediation and related activities,3804708
Nondepository_Credit_Intermediation,Credit intermediation and related activities,3804708
Other_Intermediation,Credit intermediation and related activities,3804708
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, and other financial investments",71355461
Insurance_Carriers,"Insurance agents, brokers, and related activities",0
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,28281881
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",393094
Real_Estate,Real estate,97905600
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,5948858
Legal_Services,Legal services,37280459
"Other_Professional,_Scientific,_and_Technical_Services",Offices of certified public accountants,4129812
"Other_Professional,_Scientific,_and_Technical_Services",Other accounting services,9314105
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",16466876
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,10469917
Computer_Systems_Design_and_Related_Services,Computer systems design services,13027796
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",107809080
Management_Of_Companies_and_Enterprises,Management of companies and enterprises,778018
Administrative_and_Support_Services,Administrative and support services,85294741
Waste_Management_and_Remediation_Services,Waste management and remediation services,2705271
Educational_Services,Educational services,11956293
Ambulatory_Health_Care_Services,Ambulatory health care services,89042174
Nursing_and_Residential_Care_Facilities,Home health care services,9527711
Hospitals,Hospitals,907976
Social_Assistance,Social assistance,19186491
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",30488562
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",30488562
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",111126
Amusement_Parks,"Amusement, gambling, and recreation industries",10120830
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",10120830
Other_Recreation_Services,"Amusement, gambling, and recreation industries",10120830
Accomodation,Accommodation,5592253
Food_Services_and_Drinking_Places,Restaurants (full & limited service) and drinking places,53883663
Other_Services_(Except_Public_Administration),Other services,113906689
