detailed_industry,soi_industry,business_receipts
Wood_Product_Manufacturing,Wood product manufacturing,104445747
Paper_Manufacturing,Paper manufacturing,158393718
Printing_and_Related_Support_Activities,Printing and related support activities,78377482
Petroleum_Refining,Petroleum refineries (including integrated),1353208361
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",23413241
Chemical_Manufacturing,Chemical manufacturing,944181626
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,204905718
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",26077496
Glass_Products_Manufacturing,Glass and glass product,32125364
Cement_Manufacturing,"Cement, concrete, lime and gypsum product",82389086
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills and steel product",147380280
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,110480998
Primary_Ferrous_Metal_Manufacturing,Foundries,23989818
Primary_Nonferrous_Metal_Manufacturing,Foundries,23989818
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,332937158
Machinery_Manufacturing,Machinery manufacturing,442077903
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,683205792
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",237784843
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,979195416
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,376879801
Ships_and_Boats_Manufacturing,Ship and boat building,50126376
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,32933962
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,78651646
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,177770405
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,92343577
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",2248836271
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",3113412263
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,1034691657
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,110768912
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,107997134
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,328379940
Food_and_Beverages_Stores,"Food, beverage and liquor stores",713537957
Other_Non_Gas_Stations_Retail,Health and personal care stores,460774151
Gas_Stations,Gasoline stations,360839990
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,249269542
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",68360812
General_Merchandise_Stores,General merchandise stores,755452165
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,145589665
Other_Non_Gas_Stations_Retail,Nonstore retailers,429309048
Air_Transportation,Air transportation,207592771
Rail_Transportation,Rail transportation,61568026
Water_Transportation,Water transportation,26208829
Truck_Transportation,Truck transportation,300884807
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,30726184
Pipeline_Transportation,Pipeline transportation,9790753
Other_Transportation_and_Support_Activities,Other transportation and support activities,328740244
Warehousing_and_Storage,Warehousing and storage,24457090
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),308957631
Movie_Theaters,Motion picture and video industries (except video rental),77689859
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),77689859
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,8555191
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),123276130
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",463199127
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",463199127
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable and Internet service providers)",463199127
Information_and_Data_Processing,"Data processing, hosting, and related services",186654139
Information_and_Data_Processing,Other information services,149949641
Depository_Credit_Intermediation,Depository credit intermediation,25770163
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,67941025
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),19086737
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",6145180
Other_Intermediation,"Activities related to credit intermediation  (loan brokers, check clearing, etc.)",72288722
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",242606842
Insurance_Carriers,Life insurance (Form 1120-L),713491569
Insurance_Carriers,Property and casualty companies (Form 1120-PC),1581795462
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,100917476
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities
(including third-party administration of insurance, etc.)",54903548
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",1483788
Real_Estate,Real estate,203198056
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,137585445
Legal_Services,Legal services,131102159
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",75448594
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",263868883
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,26492410
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,329423649
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",313677203
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,87238104
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,128228058
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",137599002
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),216672031
Administrative_and_Support_Services,Administrative and support services,597917718
Waste_Management_and_Remediation_Services,Waste management and remediation services,89325788
Educational_Services,Educational services,57260195
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,551301740
Social_Assistance,Miscellaneous health care and social assistance,142673718
Hospitals,"Hospitals, nursing, and residential care facilities",158446883
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",158446883
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",82851587
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",82851587
Amusement_Parks,"Amusement, gambling, and recreation industries",74210616
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",74210616
Other_Recreation_Services,"Amusement, gambling, and recreation industries",74210616
Accomodation,Accommodation,119488315
Food_Services_and_Drinking_Places,Food services and drinking places,475517367
Other_Services_(Except_Public_Administration),Other services,263559340
