detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",60242182,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,639532873,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,65512519,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,134799955,NA,NA,NA
Air_Transportation,"Air, rail, and water transportation",229229318,NA,NA,NA
Rail_Transportation,"Air, rail, and water transportation",229229318,NA,NA,NA
Water_Transportation,"Air, rail, and water transportation",229229318,NA,NA,NA
Truck_Transportation,Truck transportation,113862075,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,15068868,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,10797054,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,187438268,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,14878920,NA,NA,NA
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),182468458,NA,NA,NA
Movie_Theaters,Motion picture and sound recording industries,92595036,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,92595036,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),94020554,NA,NA,NA
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",402859936,NA,NA,NA
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable, etc.)",402859936,NA,NA,NA
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",402859936,NA,NA,NA
Information_and_Data_Processing,"Internet service providers, web search portals, and data processing services",30638919,NA,NA,NA
Information_and_Data_Processing,Other information services,61407703,NA,NA,NA
Depository_Credit_Intermediation,Credit intermediation,122752150,NA,NA,NA
Other_Intermediation,Credit intermediation,122752150,NA,NA,NA
Nondepository_Credit_Intermediation,Credit intermediation,122752150,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments, and related activities",152467195,NA,NA,NA
Insurance_Carriers,Insurance carriers and related activities,1658338912,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,1658338912,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",444840,NA,NA,NA
Real_Estate,Real estate,51517258,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,79583285,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),3410543,NA,NA,NA
Legal_Services,"Professional, scientific, and technical services",644845391,NA,NA,NA
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",644845391,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",644845391,NA,NA,NA
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),171160419,NA,NA,NA
Administrative_and_Support_Services,Administrative and support services,224704938,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,51235134,NA,NA,NA
Educational_Services,Educational services,41385090,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,220539497,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,71911003,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",101980413,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",101980413,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",19265897,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",19265897,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",25864894,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",25864894,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",25864894,NA,NA,NA
Accomodation,Accommodation,63636943,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,174592087,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,78045152,NA,NA,NA
