detailed_industry,soi_industry,business_receipts
Depository_Credit_Intermediation,Depository credit intermediation,25201412
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,49874507
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),23281734
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",6968872
Other_Intermediation,"Activities related to credit intermediation  (loan brokers, check clearing, etc.)",56746777
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments and related activities",235111465
Insurance_Carriers,Life insurance (Form 1120-L),611473644
Insurance_Carriers,Property and casualty companies (Form 1120-PC),1423094615
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,90287327
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities
(including third-party administration of insurance, etc.)",39363672
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",1691363
Real_Estate,Real estate,185904297
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,133814415
Legal_Services,Legal services,122747370
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",69123874
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",257081936
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,21705534
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,358460729
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",278691648
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,73194373
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,119168034
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",112595600
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),186941691
Administrative_and_Support_Services,Administrative and support services,564478787
Waste_Management_and_Remediation_Services,Waste management and remediation services,84377871
Educational_Services,Educational services,58136366
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,516407670
Social_Assistance,Miscellaneous health care and social assistance,131958736
Hospitals,"Hospitals, nursing, and residential care facilities",163448232
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",163448232
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",69122185
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",69122185
Amusement_Parks,"Amusement, gambling, and recreation industries",62903972
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",62903972
Other_Recreation_Services,"Amusement, gambling, and recreation industries",62903972
Accomodation,Accommodation,106440310
Food_Services_and_Drinking_Places,Food services and drinking places,461735580
Other_Services_(Except_Public_Administration),Other services,233514044
