detailed_industry,soi_industry,business_receipts
Farms,"Agriculture, forestry, fishing, and hunting",35086969
"Forestry,_Fishing,_and_Related_Activites","Agriculture, forestry, fishing, and hunting",35086969
Oil_and_Gas_Extraction,Mining,115723970
Mining_(Except_Oil_and_Gas),Mining,115723970
Support_Activities_For_Mining,Mining,115723970
Hydroelectric_Power_Generation,Utilities,159106513
Nuclear_Electric_Power_Generation,Utilities,159106513
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,159106513
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,159106513
Other_Electric_Power_Generation,Utilities,159106513
Electric_Power_Transmission_and_Distribution,Utilities,159106513
Natural_Gas_Distribution_and_Transmission,Utilities,159106513
Water_and_Sewer_Systems,Utilities,159106513
Construction,Construction,322358650
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Manufacturing,851254059
Other_Food_Products_Manufacturing,Manufacturing,851254059
Beverage_and_Tobacco_Products_Manufacturing,Manufacturing,851254059
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Manufacturing,851254059
Other_Textile_and_Textile_Product_Mills,Manufacturing,851254059
Apparel_Manufacturing,Manufacturing,851254059
Leather_and_Allied_Products_Manufacturing,Manufacturing,851254059
Wood_Product_Manufacturing,Manufacturing,851254059
Paper_Manufacturing,Manufacturing,851254059
Printing_and_Related_Support_Activities,Manufacturing,851254059
Petroleum_Refining,Manufacturing,851254059
Other_Petroleum_and_Coal_Products_Manufacturing,Manufacturing,851254059
Chemical_Manufacturing,Manufacturing,851254059
Plastics_and_Rubber_Products_Manufacturing,Manufacturing,851254059
Glass_Products_Manufacturing,Manufacturing,851254059
Cement_Manufacturing,Manufacturing,851254059
Other_Nonmetalic_Mineral_Products_Manufacturing,Manufacturing,851254059
Primary_Ferrous_Metal_Manufacturing,Manufacturing,851254059
Primary_Nonferrous_Metal_Manufacturing,Manufacturing,851254059
Fabricated_Metal_Product_Manufacturing,Manufacturing,851254059
Machinery_Manufacturing,Manufacturing,851254059
Computer_and_Electronic_Product_Manufacturing,Manufacturing,851254059
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Manufacturing,851254059
Motor_Vehicle_and_Parts_Manufacturing,Manufacturing,851254059
Ships_and_Boats_Manufacturing,Manufacturing,851254059
Other_Transportation_Equipment_Manufacturing,Manufacturing,851254059
Furniture_and_Related_Products_Manufacturing,Manufacturing,851254059
Medical_and_Dental_Supplies_Manufacturing,Manufacturing,851254059
Other_Miscellaneous_Manufacturing,Manufacturing,851254059
Wholesale_Durable_Goods,Wholesale trade,624463892
Wholesale_Nondurable_Goods,Wholesale trade,624463892
Motor_Vehicle_and_Parts_Dealers,Retail trade,542044168
Food_and_Beverages_Stores,Retail trade,542044168
General_Merchandise_Stores,Retail trade,542044168
Gas_Stations,Retail trade,542044168
Other_Non_Gas_Stations_Retail,Retail trade,542044168
Air_Transportation,Transportation and warehousing,200953131
Rail_Transportation,Transportation and warehousing,200953131
Water_Transportation,Transportation and warehousing,200953131
Truck_Transportation,Transportation and warehousing,200953131
Transit_and_Ground_Passenger_Transportation,Transportation and warehousing,200953131
Pipeline_Transportation,Transportation and warehousing,200953131
Other_Transportation_and_Support_Activities,Transportation and warehousing,200953131
Warehousing_and_Storage,Transportation and warehousing,200953131
Publishing_Industries_(Except_Internet),Information,371352717
Movie_Theaters,Information,371352717
Other_Motion_Picture_and_Sound_Recording,Information,371352717
Broadcasting_(Except_Internet)_and_Telecommunications,Information,371352717
Telephone_Communication,Information,371352717
Cable_Television,Information,371352717
Other_Telecommunication,Information,371352717
Information_and_Data_Processing,Information,371352717
Depository_Credit_Intermediation,Finance and insurance,243396159
Other_Intermediation,Finance and insurance,243396159
Nondepository_Credit_Intermediation,Finance and insurance,243396159
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Finance and insurance,243396159
Insurance_Carriers,Finance and insurance,243396159
Insurance_Agencies_and_Brokers_and_Related_Services,Finance and insurance,243396159
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Finance and insurance,243396159
Real_Estate,Real estate and rental and leasing,183014213
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Real estate and rental and leasing,183014213
Legal_Services,"Professional, scientific, and technical services",486819443
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",486819443
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",486819443
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),21958110
Administrative_and_Support_Services,Administrative and support and waste management and remediation services,116710857
Waste_Management_and_Remediation_Services,Administrative and support and waste management and remediation services,116710857
Ambulatory_Health_Care_Services,Health care and social assistance,293430889
Hospitals,Health care and social assistance,293430889
Nursing_and_Residential_Care_Facilities,Health care and social assistance,293430889
Social_Assistance,Health care and social assistance,293430889
"Independent_Artists,_Writers,_and_Performers","Arts, entertainment, and recreation",78871040
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Arts, entertainment, and recreation",78871040
Amusement_Parks,"Arts, entertainment, and recreation",78871040
Gambling_and_Bowling,"Arts, entertainment, and recreation",78871040
Other_Recreation_Services,"Arts, entertainment, and recreation",78871040
Accomodation,Accommodation and food services,227118942
Food_Services_and_Drinking_Places,Accommodation and food services,227118942
Educational_Services,Educational and Other services,45002723
Other_Services_(Except_Public_Administration),Educational and Other services,45002723
