detailed_industry,soi_industry,business_receipts
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,18433178
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),35286756
Telephone_Communication,Tele- communications,161271041
Cable_Television,Tele- communications,161271041
Other_Telecommunication,Tele- communications,161271041
Information_and_Data_Processing,Data processing services,3405290
Information_and_Data_Processing,Other information services,11392420
Depository_Credit_Intermediation,Depository credit intermediation,1351012
Nondepository_Credit_Intermediation,Nondepository credit intermediation,14896423
Other_Intermediation,Activities related to credit intermediation,7034432
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts and other financial investments and related activities",106366790
Insurance_Carriers,Insurance carriers and related activities,20165340
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,20165340
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",4425030
Real_Estate,Real estate,93795043
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,19522818
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),5572062
Legal_Services,Legal services,135367366
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping and payroll services",59047492
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering and related services",26794159
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,1831694
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,18139895
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",120131464
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),18958188
Administrative_and_Support_Services,Administrative and support services,58039616
Waste_Management_and_Remediation_Services,Waste management and remediation services,9052326
Educational_Services,Educational services,4449878
Ambulatory_Health_Care_Services,Offices of physicians and dentists,53054558
Ambulatory_Health_Care_Services,Offices of other health practitioners,8324930
Ambulatory_Health_Care_Services,Outpatient care centers,26576260
Ambulatory_Health_Care_Services,Medical and diagnostic laboratories,12938274
Ambulatory_Health_Care_Services,Home health care services,5818221
Ambulatory_Health_Care_Services,Other ambulatory health care services,850193
Hospitals,Hospitals,40620259
Nursing_and_Residential_Care_Facilities,Nursing and residential care facilities,43878025
Social_Assistance,Social assistance,3161913
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports and related industries",24340474
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports and related industries",24340474
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",366951
Amusement_Parks,"Amusement, gambling, and recreation industries",22085678
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",22085678
Other_Recreation_Services,"Amusement, gambling, and recreation industries",22085678
Accomodation,Accommodation,56504988
Food_Services_and_Drinking_Places,Food services and drinking places,82968244
Other_Services_(Except_Public_Administration),Other services,22268893
