detailed_industry,soi_industry,business_receipts
Farms,Crop production,4131087
Farms,Animal production,5008595
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,1592723
"Forestry,_Fishing,_and_Related_Activites","Fishing, hunting, and trapping",1316832
"Forestry,_Fishing,_and_Related_Activites",Support activities for agriculture and forestry,9118693
Oil_and_Gas_Extraction,Oil and gas extraction,75200667
Mining_(Except_Oil_and_Gas),Other mining,17449223
Support_Activities_For_Mining,Support activities for mining,6874404
Hydroelectric_Power_Generation,Utilities,118628332
Nuclear_Electric_Power_Generation,Utilities,118628332
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Utilities,118628332
"Fossil_Fuel_Electric_Power_Generation,_Combustion",Utilities,118628332
Other_Electric_Power_Generation,Utilities,118628332
Electric_Power_Transmission_and_Distribution,Utilities,118628332
Natural_Gas_Distribution_and_Transmission,Utilities,118628332
Water_and_Sewer_Systems,Utilities,118628332
Construction,Construction,213276321
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Food manufacturing,79009097
Other_Food_Products_Manufacturing,Food manufacturing,79009097
Beverage_and_Tobacco_Products_Manufacturing,Beverage and tobacco product manufacturing,24455016
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills and textile product mills,4547916
Other_Textile_and_Textile_Product_Mills,Textile mills and textile product mills,4547916
Apparel_Manufacturing,Apparel manufacturing,5066582
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,283515
Wood_Product_Manufacturing,Wood product manufacturing,7904750
Paper_Manufacturing,Paper manufacturing,21913856
Printing_and_Related_Support_Activities,Printing and related support activities,6284334
Petroleum_Refining,Petroleum and coal products manufacturing,267049232
Other_Petroleum_and_Coal_Products_Manufacturing,Petroleum and coal products manufacturing,267049232
Chemical_Manufacturing,Chemical manufacturing,128814978
Plastics_and_Rubber_Products_Manufacturing,Plastics and rubber products manufacturing,15021444
Glass_Products_Manufacturing,Nonmetallic mineral products manufacturing,7532879
Cement_Manufacturing,Nonmetallic mineral products manufacturing,7532879
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral products manufacturing,7532879
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,23869830
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,23869830
Fabricated_Metal_Product_Manufacturing,Fabricated metal products manufacturing,20993418
Machinery_Manufacturing,Machinery manufacturing,20425476
Computer_and_Electronic_Product_Manufacturing,Computer and electrical product manufacturing,19066474
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance and component manufacturing",4397052
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment manufacturing,62893364
Other_Transportation_Equipment_Manufacturing,Transportation equipment manufacturing,62893364
Ships_and_Boats_Manufacturing,Transportation equipment manufacturing,62893364
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,3676005
Medical_and_Dental_Supplies_Manufacturing,Miscellaneous manufacturing,25069972
Other_Miscellaneous_Manufacturing,Miscellaneous manufacturing,25069972
Wholesale_Durable_Goods,"Merchant wholesalers, durable goods",119682615
Wholesale_Nondurable_Goods,"Merchant wholesalers, nondurable goods",399255781
Motor_Vehicle_and_Parts_Dealers,Motor vehicle and parts dealers,93052791
Other_Non_Gas_Stations_Retail,Furniture and home furnishing stores,9354656
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,6376103
Other_Non_Gas_Stations_Retail,Building materials and garden equipment and supplies dealers,11109509
Food_and_Beverages_Stores,Food and beverage stores,76969946
Other_Non_Gas_Stations_Retail,Health and personal care stores,13487593
Gas_Stations,Gasoline stations,61079419
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,11167840
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",3924602
General_Merchandise_Stores,General merchandise stores,7361539
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,14305862
Other_Non_Gas_Stations_Retail,Nonstore retailers,33108680
Air_Transportation,Air and rail transportation,5964567
Rail_Transportation,Air and rail transportation,5964567
Water_Transportation,Water transportation,6802701
Truck_Transportation,Truck transportation,18894566
Transit_and_Ground_Passenger_Transportation,Other transit and ground passenger transportation,1860827
Pipeline_Transportation,Pipeline transportation,52475887
Other_Transportation_and_Support_Activities,Scenic and sightseeing transportation,232760
Other_Transportation_and_Support_Activities,Support activities for transportation,17446956
Other_Transportation_and_Support_Activities,Couriers and messengers,915108
Warehousing_and_Storage,Warehousing and storage,12922652
Publishing_Industries_(Except_Internet),Publishing industries (except internet),14552170
Movie_Theaters,Motion picture and sound recording industries,18433178
