year,Aircraft,Autos,Communication_equipment,Computers_and_peripheral_equipment,Construction_tractors,Electric_transmission_distribution_and_industrial_apparatus,Electronic_medical_instruments,Farm_tractors,General_industrial_equipment,Household_appliances,Household_furniture,Internal_combustion_engines,Light_trucks_(including_utility_vehicles),Metalworking_machinery,Mining_and_oilfield_machinery,Nonelectronic_medical_instruments,Nonmedical_instruments,Nuclear_fuel,Office_and_accounting_equipment,Other_agricultural_machinery,Other_construction_machinery,Other_electrical_equipment,Other_fabricated_metal_products,Other_furniture_and_fixtures,Other_nonresidential_equipment,Other_trucks_buses_and_truck_trailers,Photocopy_and_related_equipment,Railroad_equipment,Service_industry_machinery,Ships_and_boats,Special_industrial_machinery,Steam_engines,Equipment_nonresidential,Books,Custom_software,Long_lived_television_programs,Music,Other_entertainment_originals,Own_account_software,Prepackaged_software,Research_and_development,Theatrical_movies,Intelectual_property,Amusement_and_recreation_buildings,Communication_structures,Depreciable_mining_structures,Depreciable_petroleum_and_natural_gas_structures,Educational_and_vocational_buildings,Electric_power_structures,Farm_buildings,Gas_power_structures,Hospitals_and_special_care_facilities,Lodging_buildings,Manufacturing_buildings,Mobile_structures,Office_and_medical_buildings,Other_commercial_buildings,Other_railroad_structures,Other_transportation_structures,Petroleum_pipelines,Public_safety_highways_conservation_and_development,Religious_buildings,Track_replacement,Warehouses,Water_supply_and_sewer_and_waste_disposal_facilities,Wind_and_solar_power_structures,Structures_nonresidential,Nonresidential,Residential,Residential_equipment,Residential_buildings,Owner_occupied,Tenant_occupied
2037,85.62711572671958,25.820078366589062,268.65152068675707,261.2454358377426,7.8697988239590995,107.23425692524282,113.68312574602058,21.222257666708693,205.49342134698273,2.695473179733453,9.130778971674296,8.832856426263922,247.67250199627324,69.75110173023864,57.736410924757486,111.39038836709852,75.99975350247263,4.117184329858796,9.399208896266758,52.79168670941667,75.99705423729866,16.25437008053233,41.04459194550238,91.55920659909643,154.96619512040292,112.41485167743377,16.673069983138145,20.806157220727446,68.71009477847136,12.808178565730335,93.46003852799291,11.38855109985919,2462.470312986618,19.34881600571328,401.30911738289143,104.39978540581676,18.453121103354686,8.338945339129813,153.16441642723424,457.6815013588261,1192.5982420121559,40.11121805217683,2395.3974371836052,36.774364024991506,47.92665889097723,19.395382675595435,166.77538097182014,39.74613525331173,102.17101517087798,17.04407628378247,37.35100391776909,58.258525886767195,65.84594118028441,170.5931801911497,0.970237647243157,208.7355019919349,77.29401375558983,3.548894792381554,14.872052492189656,11.72140310874236,1.662826758043401,6.906870828096454,16.214017648155227,92.06809541250138,2.647714499884137,61.23162750109634,1259.763712410774,6117.631462580997,1991.5029196070898,37.007399982152435,1954.3641634745704,1623.208965511499,382.4115745390156
2038,88.80446825923953,26.778180139510805,278.62033234618144,270.9394310181654,8.161822267835607,111.21338240345854,117.90154843173516,22.009748796951985,213.11863489285116,2.795493698482436,9.469593416646617,9.160615904055337,256.86284835764025,72.33934539403256,59.8788272599739,115.52373479098303,78.81986494979328,4.269960070887828,9.74798393016549,54.750619905269055,78.8170655233916,16.857518551686308,42.56762745893139,94.95668033734097,160.7165024657097,116.58621270762542,17.291755088740448,21.57820817416926,71.25970995353835,13.283449725542297,96.92804615134985,11.811144356350006,2553.8448293278443,20.06678961740451,416.2004345739245,108.27373257475311,19.137858298728247,8.648377332336162,158.8478654409811,474.6646201417961,1236.8518059956702,41.599619000625154,2484.2830903885765,38.13894483184165,49.70506622970472,20.115084229717343,172.96389000421578,41.220989129133486,105.96225969719598,17.676528264502878,38.73698201457953,60.4203162635209,68.2892766376301,176.9233557262091,1.0062401100080247,216.4810189377304,80.16215112388284,3.68058309883121,15.423907512048547,12.156347454773021,1.724529021000303,7.163163047344852,16.815668767657005,95.4844524115719,2.745962844467481,63.50374031325564,1306.5095754243061,6344.637495140727,2065.401319564055,38.38062801929136,2026.8844611814388,1683.4411369866814,396.60166344384754
2039,92.07556199263854,27.76454871941692,288.88325313159277,280.9194274339652,8.462461258156411,115.30990373150794,122.24442693540735,22.820473220786432,220.96881455986386,2.8984651153279044,9.818403879568415,9.49804524590282,266.32433683987415,75.00394982256014,62.08445114864579,119.77902703405456,81.72317794021593,4.427243143502724,10.107048848544988,56.76734736484937,81.72027539753712,17.47846166835591,44.13559697843907,98.45438949640159,166.636460710769,120.8806410991716,17.928693216055507,22.37303689078804,73.8845462398431,13.772742775845781,100.49837015160986,12.246205350978595,2647.9151613847976,20.805945552388657,431.531089213941,112.26197252550746,19.84279724581929,8.966938475152661,164.69899283798281,492.1487906441121,1282.4109796616276,43.1319321340983,2575.791130561023,39.54378476707664,51.53594179091561,20.856019086492143,179.33497816889542,42.739355511680785,109.86535703527653,18.32763943005225,40.16385052246566,62.64588578466971,70.8046976434246,183.44028997008613,1.0433047508156625,224.4550513071362,83.1149069405344,3.8161565958166888,15.992043870456827,12.604123932238634,1.78805168133752,7.427016637313815,17.435070356417416,99.00160194293045,2.8471098028216804,65.84288710460503,1354.634578237457,6578.340870183277,2141.479938644994,39.79437030342198,2101.5443199617384,1745.4503338400198,411.21040151049107
2040,95.4427678133202,28.77989902555021,299.44772160065213,291.19265857942196,8.771933697847146,119.52679006512618,126.71490897227733,23.655018550695857,229.04965015264133,3.004462063879304,10.177463178014287,9.845389020352535,276.0638251230747,77.74684631920964,64.35488122539363,124.15934932909417,84.71179679292409,4.5891475463622715,10.476663901401853,58.843330810781104,84.70878810418013,18.11764948966896,45.74963696721418,102.05486921338066,172.73036063709205,125.30124945070578,18.58434601738345,23.191219461870368,76.58650611685275,14.27641235589447,104.17359829706041,12.694049415643386,2744.749491267019,21.566819550359913,447.31219295048356,116.36739593154995,20.568448883873597,9.294859660468287,170.72203951120107,510.1466853800768,1329.3087842665882,44.70926807206188,2669.987882663157,40.98990205767899,53.420612591910086,21.618724274975257,185.89326322601406,44.30233491182412,113.88313614728487,18.997881705338727,41.632643634703705,64.93684754141428,73.39402737301785,190.14870639206995,1.081458434091277,232.663378673123,86.15442136085319,3.955713546911856,16.576873352241623,13.065057089210514,1.8534407802339319,7.698622838897055,18.072671356265964,102.62209323404738,2.951228686189967,68.25076328706957,1404.1736018179213,6818.910975748097,2219.7939185787245,41.249651513942936,2178.397853227834,1809.281500293142,426.2483771418717
2041,98.91082749409159,29.825660896396258,310.3286148686819,301.7735914430955,9.090675392759076,123.86997971578337,131.31928997282537,24.514560011647895,237.37252128042422,3.1136338113555206,10.547276947133426,10.203136364496808,286.09502856744126,80.57189749075738,66.69331475945833,128.67087014166376,87.78993014628476,4.755901276784042,10.857349588729269,60.981493688311176,87.7868121322104,18.77598213388111,47.41202035163422,105.76318976248282,179.00678380770128,129.85426295949492,19.25963679732452,24.033908069989383,79.36939454350146,14.795167744195712,107.9589061242763,13.155307214141224,2844.4841831935923,22.35048309070662,463.56596907863667,120.59578413982072,21.315835091382702,9.632602674060982,176.92548724655924,528.683649378295,1377.6112623236716,46.3338480534471,2767.0059966194035,42.47933315761368,55.36173266728845,22.40427385327753,192.64798069588178,45.91212835130445,118.02125495755136,19.68819894017854,43.14542973784612,67.29642771615589,76.06091217710954,197.05805193073886,1.12075488868528,241.11756018163214,89.28497469545657,4.099450479264436,17.17921952705718,13.539796021831283,1.9207884000472968,7.97836413388199,18.729369650861635,106.35102473986329,3.0584661170588037,70.73075968449932,1455.1964081010876,7066.686587914083,2300.4535428228783,42.748521009651455,2257.55328780445,1875.0245247893,441.73676714383953
2042,102.48703607004062,30.904034083471362,321.5488208054086,312.6844829304627,9.41935681343262,128.34860854727987,136.06725521471364,25.400905642054322,245.95493503435222,3.2262099996317697,10.928623087155366,10.572039796939231,296.4390477271271,83.48504580916715,69.10467062659521,133.32307941878184,90.96405282855494,4.927855099871993,11.249906679747536,63.186333605511805,90.96082207992,19.454844398308754,49.126243941510786,109.58715156556153,185.4789326272468,134.54925885210358,19.955986024494514,24.902875303719185,82.23906530276496,15.33010013845313,111.86225599721891,13.630948998467273,2947.3290282708,23.158584603257033,480.3266072831463,124.95603153022786,22.086527989102834,9.980877955589124,183.32238494547798,547.7986749904669,1427.4200176992156,48.00908936891738,2867.0495492365703,44.01521107298071,57.36338514720507,23.214320218492578,199.61333907128338,47.57212201741562,122.2884179650459,20.40004321121209,44.705390965050576,69.72958966643506,78.810961826007,204.18286033775183,1.1612767743675376,249.83537913411197,92.513152037602,4.247669742332471,17.800349425140812,14.029339339551132,1.9902362059433991,8.266828955787732,19.406546599679817,110.19624023720996,3.1690476684842888,73.28809294897135,1507.810323141402,7322.188900648772,2383.6284782353528,44.29413165023561,2339.177126498858,1942.8176972411914,457.708151217703
2043,106.18543648371138,32.01925310844439,333.152398560056,323.9681775845665,9.759268615658065,132.98026309743122,140.9774488574416,26.31753591585778,254.83059256486916,3.342632689317835,11.322999056021956,10.953547915991702,307.13650116887675,86.49773053296906,71.5984176626332,138.13424530845893,94.24662888412927,5.105684238451246,11.655876655205715,65.46650845792202,94.24328154902109,20.156902017785942,50.89903909573114,113.54177043468455,192.17222172467976,139.40467328966852,20.676128100978797,25.801533396064876,85.20678692687146,15.883310094246195,115.89897546651379,14.12284250371221,3053.687874378235,23.99429731543052,497.65992270714816,129.46525978409426,22.88355390948973,10.34105310139509,189.93785174319194,567.5668224936152,1478.9306378359213,49.74157030299978,2970.5113883677614,45.603566840522554,59.43343005720707,24.052044235025594,206.81668970082944,49.28883432069822,126.7013813302854,21.136209765972115,46.31865292264551,72.24588785551717,81.6549751275518,211.5511090850524,1.2031832111950405,258.8510683858504,95.85162969181015,4.400953358822688,18.442702079699327,14.535609365561681,2.062056903366371,8.56515003913857,20.106861319710617,114.17283899648852,3.28340756859941,75.93280513573399,1562.2219495936704,7586.4212123396665,2469.645333517599,45.89255269059494,2423.5898872150547,2012.9272257307573,474.2252452884805
2044,110.01441802545494,33.17384768555907,345.16566918280967,335.65027084670504,10.111181840556888,137.7754496096077,146.0610089703206,27.266530077231785,264.01962702678554,3.4631659685702108,11.731299438997153,11.348526118048342,318.2116545299662,89.61678550492138,74.18021257469087,143.11528124976618,97.64510436550323,5.289792072391353,12.076180399707141,67.82719049482482,97.64163632754949,20.883747509226527,52.734427145578586,117.63601685498327,199.1018338653477,144.43152008273898,21.421696565685515,26.731920823886647,88.27929126624304,16.456052488934066,120.07822125071647,14.632103519670464,3163.8019812881216,24.85951692152955,515.6052334880998,134.13369743831413,23.70872079141304,10.713945117086014,196.78689387633483,588.0329330921949,1532.2599671800772,51.53522073995723,3077.6262023408053,47.248003417254196,61.57656299697195,24.919346159534232,214.27437235122244,51.066159376540135,131.2701552270852,21.89836849259506,47.988875063762215,74.85103014457377,84.59940331759728,219.17951198704827,1.2465692579031336,268.1850787335129,99.30798051532706,4.559649030611836,19.10773457550563,15.059754500730646,2.1364134072568635,8.874004082481477,20.831902374350715,118.28984136105548,3.4018052264186798,78.67089539467581,1618.5547124205048,7859.9828960494315,2558.6992255561986,47.54740991937073,2510.983048181402,2085.5121436576,491.32551601267676
2045,113.97999909921879,34.36963260981635,357.6075151661941,347.74912466389674,10.475649626324927,142.7417051714446,151.32592590742183,28.249379757866052,273.53648177029163,3.5879992919359487,12.154166003770321,11.75759523095711,329.6819157675718,92.84711326439417,76.85411343526634,148.27401644899388,101.16482100598886,5.480467982903078,12.51147854785856,70.27209024287983,101.16122795909611,21.636523330416523,54.63529295914766,121.87632617448673,206.27866103308682,149.63770044323073,22.19386330522268,27.69549997275812,91.46140769183462,17.049227560622235,124.40656230009502,15.15953250423804,3277.844426663143,25.755603376162433,534.1907461159165,138.96868235631163,24.563325634496653,11.100140115380059,203.88027668857865,609.2291754763586,1587.4918289214118,53.39285994458703,3188.562354521318,48.951105533208136,63.79615254887704,25.81758921962072,221.99810902900978,52.90689078945876,136.00192086709546,22.68771735430925,49.71868264825574,77.54911130357576,87.64887445664702,227.08005938885816,1.291503108801956,277.8520814007943,102.8876372100902,4.724006196002796,19.796492212505502,15.602598597854437,2.2134225913766477,9.19387654346972,21.58280938516731,122.55371844679703,3.5244267397133786,81.50666746376041,1676.8971556168224,8143.303936801283,2650.9301295089163,49.26130444580563,2601.4939742138977,2160.686540199694,509.0358416438709
2046,118.0894747400908,35.60880763273253,370.5008243799359,360.2869959416185,10.853342443502596,147.88816564674218,156.78188494640742,29.26789299617234,283.398663886527,3.717362301290261,12.592376650570994,12.18150777332159,341.5683854358466,96.19465628335114,79.62503912011489,153.61994085316041,104.8122536338431,5.67806273509038,12.962571868880262,72.80570531015923,104.80853104195299,22.416614278672327,56.60513334624994,126.27049881504834,213.7159056325472,155.03279159770833,22.994048788206076,28.694043431253384,94.75898998662193,17.66392650701432,128.8919609786108,15.706099709410095,3396.025001609582,26.684205109157407,553.4506502753441,143.97910891799472,25.448940559496794,11.500348535935602,211.231049081344,631.1945419978064,1644.7278269262633,55.31790520755259,3303.5239217161065,50.71600619448434,66.09628184307671,26.74842581237867,230.00210822697622,54.814414746747914,140.905382749286,23.505708427755064,51.51125780928373,80.34509469006362,90.80899831500831,235.267285042141,1.338067423661373,287.8698596891429,106.59718486935702,4.894327204453611,20.510242020936243,16.165140266383244,2.293226120891507,9.525355855622411,22.360963711635772,126.97231403054494,3.651497681539604,84.44533799506482,1737.3566052370682,8436.905528562756,2746.507712233649,51.0373891295877,2695.289168119813,2238.5887052697362,527.3888018833713
2047,122.35068711079042,36.89373748718762,383.8702012839912,373.28781085325784,11.24498104792084,153.2246520890858,162.43929776076408,30.324013433443298,293.62499349846684,3.851501861649002,13.046767622145918,12.621072702640639,353.8937466305051,99.66580271915329,82.49827742067347,159.16325615531068,108.59436268944219,5.882953401440016,13.430321189684069,75.43287062534067,108.59050576928406,23.225509011109065,58.64770737743287,130.8269202301605,221.42776024872757,160.62708906472866,23.82378001839767,29.729456732089574,98.17833096730385,18.301322365641717,133.54297682752224,16.27284815608143,3518.569231566691,27.64709418257984,573.4216998774843,149.17453858176455,26.367255596226407,11.9153341013854,218.8532386236581,653.9709494346159,1704.0771853509457,57.3140301163171,3422.7302864924904,52.54607338264033,68.48134024448687,27.713632264683714,238.30164407486535,56.792371399748454,145.9898982100494,24.353902695320922,53.37002133999066,83.24431591339335,94.0858053957615,243.7568127299302,1.3863510617339903,298.2575306476157,110.44370246837933,5.070937081631675,21.250346058302966,16.748453011476023,2.375976285854658,9.869074584972592,23.167850315192144,131.55406017239332,3.7832605429326613,87.4925148895719,1800.0484367897707,8741.347954848952,2845.614365602636,52.87905329488165,2792.547620416965,2319.367300523877,546.4194199100847
2048,126.7700193670195,38.22634695575837,397.7356727643707,386.77104419110685,11.651152101302515,158.75915837930063,168.30663896844607,31.41932310328921,304.23078931085826,3.990618909652983,13.518019581195928,13.076948472692388,366.6764623364313,103.26575223476883,85.47813235322796,164.91226605908574,112.51681364751097,6.095446901417946,13.915427183337727,78.15752159548732,112.51281741459485,24.064419225378565,60.76607476128156,135.5524157889449,229.4257769856966,166.42897291753567,24.684299905836255,30.803290890269004,101.7245526939841,18.962369934495086,138.36657691529547,16.860626814747796,3645.6606837524673,28.64571297252943,594.1338108964898,154.56275393004063,27.31964635034718,12.345718446430528,226.75826310426385,677.5925160945245,1765.6288075785037,59.384224800211015,3546.3600160564242,54.44404847801357,70.95490049199257,28.71465442399275,246.90914900386383,58.843723662342455,151.2630836859843,25.233570724067157,55.297757606889434,86.25111791141285,97.48420424792546,252.56135948492732,1.4364263503184393,309.0306546649797,114.43295196375736,5.25410038331277,22.017912976063304,17.35341061640169,2.461797043286161,10.225547610849482,24.004677885377372,136.30582017707,3.9199127003166354,90.65276271784901,1865.066560572569,9057.08726038146,2948.398548116537,54.789055693914506,2893.4150210617145,2403.143329635725,566.1562029626554
2049,131.35111902632204,39.60773591420294,412.10868275593776,400.7478244079041,12.072190838917829,164.49625244928689,174.38875120828448,32.554726024915965,315.2248048692711,4.13482826623981,14.006521477835793,13.549511342778635,379.92708283070164,106.99747606617966,88.56706335565599,170.87171553799487,116.58284392217793,6.315718617576152,14.418290234451389,80.98190702463529,116.57870327703135,24.93403732013903,62.96198390270179,140.45088570232824,237.71655704577935,172.44323176941168,25.57631868482973,31.916432200078724,105.40058205815053,19.647614812426248,143.36674242391118,17.46992081140678,3777.4042537200526,29.680885693920313,615.6040781747333,160.14820215277695,28.30689888223723,12.791856790900178,234.95264697387168,702.0787381533825,1829.4334955421068,61.53019790456605,3674.515148811313,56.41149798365406,73.51900415067102,29.752318488852598,255.831727260364,60.970164628176846,156.7292914265756,26.145438552313966,57.2960576765589,89.36798236289239,101.00699975665385,261.6881921829618,1.4883346192996536,320.19812339195914,118.5682259021199,5.44396828422592,22.81357628933592,17.98051238588534,2.5507592257689082,10.59506915001264,24.872137101929155,141.2315159329908,4.061566940219576,93.92868980593474,1932.464639612686,9384.3840421440509,3054.945093204299,56.7689727565303,2997.974621457697,2489.985937561629,586.6154408917376
2050,136.10182825141746,41.04026909540134,427.01383571864847,415.2420776770371,12.508818016597726,170.44575535262987,180.69604615376605,33.73216583961621,326.6258602966805,4.284376796425338,14.51310955481226,14.039570270398233,393.6682912090308,110.86736237074675,91.77035821939452,177.0518062850829,120.79941395381933,6.544145622401389,14.939771169936872,83.91086184146224,120.79512354975755,25.835851952505582,65.23919387224102,145.53071542380295,246.31429301397463,178.68016113891363,26.501363359140054,33.07078619423588,109.21271187650207,20.358230036966585,148.5520328946278,18.101773166953176,3914.0254669087,30.75438440881785,637.8692556233167,165.94044470837468,29.330703221709506,13.25451285742711,243.4504178015087,727.4715323892674,1895.6004733980685,63.755623016845384,3807.4150673244744,58.451789881119296,76.17804058543813,30.828400786138886,265.0846529741096,63.17533444859247,162.39787876821592,27.091067162449768,59.36834234214352,92.60024487718796,104.66022242502706,271.15293460706715,1.542164727930238,331.77905387761103,122.85660325871875,5.640865810038519,23.638698055625916,18.63083182508593,2.643015123356117,10.978271768495107,25.771712926283527,146.3395795002499,4.208465753676788,97.32590405481189,2002.35804941865,9723.798583651824,3165.436392738164,58.82219380689376,3106.4054121227314,2580.0437859577387,607.8321568762383
2051,141.01959378002496,42.52317658632286,442.44312089809847,430.24601408158895,12.96079896965306,176.60446953699943,187.22513395770895,34.95100973394581,338.4278281111876,4.439184125553241,15.037511547044991,14.546861874039923,407.89270227746505,114.87333128328278,95.08629533792916,183.44921681889335,125.16425755254515,6.78060514810727,15.479589720567068,86.94281188314284,125.15981212337115,26.76937844341748,67.59648078646518,150.7891748057203,255.2143640486548,185.13640899674382,27.4589367647517,34.26573246673952,113.15889332499714,21.093833688919837,153.91966150005885,18.755844293188673,4055.4508964312095,31.86563216678214,660.9173768525789,171.93636856386593,30.390509126499314,13.733437992130886,252.24700847167767,753.7572514790841,1964.09417979317,66.0593040853168,3944.988344713525,60.563827618274274,78.93058070073985,31.94232297686884,274.6629531726257,65.45804795803649,168.26579913626577,28.069948327650422,61.513497857038104,95.9461682791604,108.44190883343748,280.95049994416263,1.5978877452907394,343.76722196642834,127.29577925091374,5.84468713844025,24.49283481435023,19.304019420695894,2.738515153239762,11.374949514565195,26.702921882624096,151.62726555695616,4.360530190118635,100.84257963625348,2074.7092258714047,10075.148467016139,3279.8130633178657,60.947615344114006,3218.6491170742693,2673.26847335461,629.7949480206988
2052,146.10715125030254,44.057283293786114,458.4051212454352,445.7679799611133,13.428385124536485,182.97582095132069,193.97964659923653,36.21193572230919,350.63727347196954,4.599336369326723,15.580019167120058,15.071668348180049,422.6082287438118,119.01761123077416,98.51671928966816,190.06750586955812,129.67980277895182,7.025228731607779,16.038046174799586,90.0794437527042,129.6751969722317,27.735136091868366,70.0351559490536,156.2291890062753,264.4217210515637,191.815566802864,28.44957157739559,35.501935738304944,117.24132157225168,21.85483496742485,159.47261412668982,19.43249803461146,4201.759213952438,33.01524712899879,684.7612629942995,178.13930911171624,31.48690614189024,14.228898609883398,261.3473123224113,780.95051755472,2034.952716177288,68.44252259397908,4087.311509781018,62.748786072406475,81.7781556703841,33.094704709952566,284.57195604070677,67.81957497674406,174.33631671783886,29.08262657665607,63.732717521176774,99.40761382788736,112.35416264575035,291.0863383511203,1.6555346687948576,356.1692963964541,131.88822328867641,6.055545650477879,25.376461701847848,20.000449651259046,2.837312439857012,11.785323050792568,27.666281980754135,157.09751551942145,4.517844839441157,104.4806727947884,2149.558416241367,10438.629139974822,3398.138730015116,63.14641969057407,3334.768174865039,2769.7118584695036,652.5160317131101
2053,151.37580796663644,45.645998832641375,474.9353129587352,461.8424735190996,13.912615710585646,189.57397018448415,200.9745962587251,37.51774626424459,363.28133237029317,4.765189472652367,16.14183816039324,15.615156096654179,437.84757646700854,123.30941304476468,102.06925433203226,196.9213828549559,134.35608561683765,7.278560058814055,16.616381724925894,93.32772874265825,134.35131372369193,28.735271333698662,72.56063941521425,161.8628486793408,273.9568277499088,198.73247925844927,29.475469523426188,36.78214352122199,121.46906998187805,22.642925228922255,165.22323243866083,20.133238281814034,4353.275595687124,34.205784361701575,709.4539080598347,184.5630526407831,32.62233105505445,14.741995892155138,270.7715551509117,809.1117687613107,2108.3335685432476,70.91057534336055,4234.700881577506,65.01152140297093,84.7270943461101,34.28810720088518,294.8336847421692,70.26516409502067,180.62292348633852,30.13135262825933,66.03093364095389,102.99227472755665,116.40567900594205,301.5829771430117,1.7152336210858843,369.0128412849335,136.64414226655597,6.273909987811373,26.291542614986614,20.721670361423193,2.9396265642148327,12.210304449131852,28.663934327860492,162.76248724173513,4.680759339881304,108.24826934113614,2227.0719759129283,10815.048453177558,3520.6763764596553,65.42349377879049,3455.020664846311,2869.588290667101,676.0459064905002
2054,156.82848194306172,47.29020310349513,492.04285118588876,478.4783975177382,14.413758916016699,196.40257158200987,208.21385704723926,38.869164575116706,376.36700764261394,4.936835292280256,16.72327968695635,16.177626126903732,453.61918566871617,127.75111371403973,105.74586801532351,204.01464375389392,139.19569599750537,7.540739435767676,17.21491667863409,96.68946589623387,139.1907522170685,29.770338087834904,75.17432990887173,167.69327399365804,283.8249651055501,205.8909772541254,30.53719879028979,38.10706485092026,125.84448006706646,23.458540952493486,171.17470138155633,20.85845313559445,4510.083958077777,35.43790323682178,735.0089879230826,191.2111569030296,33.79741271429442,15.273014014809446,280.5249565177469,838.2566020395357,2184.2773784375827,73.4648292497265,4387.23809082571,67.35328681240757,87.7790299799796,35.52319140850409,305.45382267412674,72.79616978778375,187.12910124135257,31.21670731311633,68.40941906963248,106.70213632118437,120.59870182213542,312.4462298205002,1.7770176660717647,382.30496995244533,141.56617022185526,6.4999010902239425,27.23858436586143,21.468080994968403,3.0455141923795352,12.650129082990686,29.6964314677333,168.62531823462973,4.849363920661514,112.14745593612744,2307.2928353078646,11204.614884211353,3647.493869394642,67.78009875263847,3579.473188140992,2972.95308591248,700.3976042333921
