"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2046,64356.2601569739,44236.3109641807,11316.9554790653,10381.4163741373,-1578.42266040942,34336.9906835086,28220.6761048826,4337.69315381806,2080.06462951548,6323.04310688422,4295.77870114936,6921.15728349178,63762.8047242047,1.45266883747385,1.52657362456548,1.62912196750431,1.5444880820166,1.6291219675043,1.54448808201661,1.53856449790234,2.08675922460239,4.176,60.8,175.249916135871,171.942983401072,4.252,2.94,3.105,3.613,,,,780.447032457526,151.38273347968,111.165461730299,147.903325686725,323.15673733162,17096.0936039113,3371.03566880391,10267.7851379941,3727.60699668057,5136.66703552509,1403.51110578848,3457.27279711327,3946306,3975555,4013204,4050987,4086204,4119112,4150770,4178486,4202804,4224763,4245278,4264956,4282335,4296110,4306813,4315904,4311889,4308824,4302847,4290628,4199484,4138770,4009729,3885411,3712288,3558167,3350843,3180806,2963592,2901356,2830923,2565743,2447864,2354086,2272416,2350103,2267983,2361509,2280659,2160776,2136307,2147115,2064757,2015056,1965941,2081077,2029396,1989720,1943478,1998138,1913970,1903858,2055833,2002149,2086600,2030719,1955377,2028277,1921385,1883969,1851964,1761983,1662106,1700413,1653101,1661832,1513809,1409054,1410603,1300578,1309852,1344527,1310811,1376280,1467894,1485487,1349514,1327178,1305459,1348765,1367052,1373725,1310863,1306488,1256344,1248987,1169579,1076343,1017574,928922,840640,725315,616415,525880,429283,342856,261246,185139,155859,102050,174525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12561,25141,41928,64271,159700,225798,356351,473336,643854,866873,1099590,1329177,1623557,1793111,1915819,2211053,2293262,2420311,2510019,2532447,2702192,2783848,2904010,2976139,2907835,2863218,2924667,2933918,2993480,2962168,2933941,2952927,2915416,2852725,2926930,2937096,2809489,2922109,2852865,2926155,2834803,2620112,2583009,2541601,2546306,2513553,2552712,2544351,2472507,2470370,2419673,2356107,2284724,2216511,2130709,2035176,1958661,1962664,1950691,1998891,1904307,1751318,1647858,1541542,1505647,1506078,1440338,1315510,1208427,1076032,935907,810881,705425,571708,443585,367286,269858,201838,140651,92821,68455,58890,29620,17321,23505
2047,66678.2340234375,45832.3570637684,11725.27123275,10755.9778769162,-1635.37214999699,35575.8693073696,29238.8780987467,4494.19712280781,2155.1133613484,6580.45234779242,4450.77039668683,7170.87263828017,66063.366718654,1.47537405140357,1.5556701178497,1.66566317323543,1.57530629087037,1.66566317323543,1.57530629087037,1.56953580124512,2.1567654221418,4.162,60.8,175.679278430404,172.364243710405,4.271,2.959,3.124,3.634,,,,808.605561388593,156.844622503627,115.176311589528,153.239677677502,334.816232414545,17825.8890182293,3492.66263573435,10667.3147071292,3862.75969078799,5365.59980420114,1438.95521214004,3665.91167536581,3929016,3958630,3996921,4035382,4071488,4105849,4139941,4170872,4198671,4223883,4246756,4267704,4287792,4305727,4320019,4332205,4332814,4326185,4329536,4295724,4251686,4180077,4055516,3910884,3688353,3548449,3344722,3165586,2985610,2791352,2723255,2675329,2434658,2370625,2248566,2239766,2294465,2242762,2306866,2252808,2134990,2127482,2122569,2052544,1981458,1949339,2050912,1998660,1981845,1944279,1993718,1922662,1912292,2058322,2024280,2090231,2024597,1953513,2015025,1909245,1887516,1826646,1753874,1652872,1693113,1644695,1665929,1511239,1420796,1409995,1306384,1323003,1341689,1314856,1357896,1458296,1482666,1337430,1320030,1273780,1311540,1349393,1328376,1279799,1260294,1209324,1192397,1109138,1003841,948163,858576,756563,651709,535639,448638,358427,280193,207706,142963,115104,191689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660,28947,37723,81924,134471,210896,336871,479793,694028,830892,1102491,1306177,1544997,1815525,1991046,2089775,2358789,2385314,2538392,2553337,2596814,2734364,2843700,2935417,3005175,2919600,2889610,2937760,2967463,3009319,2990257,2961276,2956209,2909165,2850402,2909817,2918619,2795058,2885947,2832359,2912377,2815141,2610003,2570047,2510921,2541969,2490320,2528272,2514782,2443948,2427835,2382773,2303604,2242066,2166522,2070860,1987733,1900762,1919972,1890685,1922910,1835326,1673642,1589411,1477701,1408401,1423145,1334647,1216348,1098850,963741,825914,713286,601837,468832,357843,280884,207174,149365,97743,58678,43155,38787,20258,25703
2048,69086.6518363641,47487.8218009117,12148.7880296769,11144.4837978304,-1694.44179205489,36860.8697067517,30294.9863756735,4656.52752288363,2232.95605596031,6848.46950350999,4611.53222341516,7429.88455797485,68449.5755245318,1.49849316278906,1.58533674699709,1.70304065484283,1.60675515106932,1.70304065484283,1.60675515106932,1.60113055692418,2.22905058172362,4.148,60.8,176.121990212049,172.798601604555,4.29,2.978,3.143,3.655,,,,837.812394265949,162.509850268458,119.336479964142,158.774694835214,346.909794729358,18586.1244079595,3618.81761013708,11080.6824403157,4007.75853686122,5597.05253566738,1475.87136778714,3886.62435750667,3912039,3941447,3980062,4019160,4055939,4091186,4126735,4160098,4191112,4219807,4245936,4269244,4290606,4311253,4329709,4345490,4340460,4345201,4344088,4336392,4242175,4223406,4116858,3942510,3736642,3481357,3352696,3132702,2983911,2804232,2651325,2587703,2530046,2333289,2318284,2208938,2199337,2232174,2195774,2283225,2208497,2120833,2115429,2105745,2028243,1969686,1958199,2072826,1986148,1989432,1964347,2030606,1943633,1924935,2065804,2010479,2081183,2015879,1951521,2003718,1899850,1884692,1801006,1741472,1630222,1691788,1635391,1656721,1499274,1426864,1413538,1305943,1325236,1336133,1327229,1351481,1437845,1486006,1339946,1307267,1256518,1290491,1311868,1269461,1234226,1223821,1134391,1129492,1042454,934290,856671,769054,657183,557120,457333,367056,291013,213768,160227,111415,214328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19399,29051,44447,63859,166854,194730,302196,474713,677798,924288,1048879,1335733,1508472,1746194,1975563,2145087,2251775,2474928,2450273,2588716,2602774,2666313,2786982,2871092,2983020,3022237,2933570,2907388,2961994,2978596,2998584,2964805,2969251,2943089,2882749,2805357,2879096,2894405,2774065,2883081,2821776,2898896,2793303,2595821,2552366,2484544,2535906,2469286,2515134,2478789,2415743,2396382,2353039,2254463,2193125,2120381,2018713,1939012,1830250,1860418,1836251,1835616,1746355,1596044,1507542,1388173,1324127,1346488,1236527,1096684,1007255,853290,719307,611639,515359,383569,294721,225137,153645,112005,64082,44319,26799,21377,27902
2049,71582.7525672119,49203.5568025786,12587.7237411891,11547.133997446,-1755.66197400183,38192.6529292567,31389.5442334265,4824.76786228542,2313.63275826215,7127.33179045427,4778.14688264715,7698.32628705448,70922.6586882331,1.52200452051322,1.61556911876233,1.7412568871375,1.63883184524161,1.7412568871375,1.63883184524161,1.6333453037295,2.30371171436965,4.135,60.8,176.57110128709,173.239238038646,4.309,2.997,3.162,3.675,,,,868.082556070778,168.381331158657,123.648106985246,164.51122455961,359.44364561293,19362.6066176776,3749.56549039133,11493.0843488613,4146.17581351607,5833.31691995139,1513.59161539388,4119.95677842497,3895979,3924572,3962942,4002359,4039769,4075686,4112125,4146942,4180390,4212303,4241917,4268483,4292208,4314132,4335304,4355253,4357677,4357710,4370934,4350137,4287564,4215819,4134032,4017643,3772499,3565301,3291405,3162754,2920942,2820683,2649604,2519938,2450526,2436544,2270167,2244081,2152019,2168645,2190143,2149949,2249625,2190511,2117956,2083863,2079021,2033480,1962822,1948664,2072663,1982359,1998577,1957682,2008571,1933859,1923525,2042536,2011745,2073462,2015796,1945940,2006727,1898391,1866282,1797844,1742413,1630680,1670127,1636658,1652475,1477705,1418307,1411839,1302573,1321375,1337180,1326445,1343125,1433792,1482040,1337419,1278765,1230253,1265128,1279673,1238402,1174673,1156000,1074391,1065612,962062,871904,790446,674148,572937,462064,379735,292766,230849,162373,118421,226908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15547,33021,36824,71503,144187,225323,312410,426508,668712,872521,1136526,1260107,1568021,1691527,1920942,2125619,2299097,2360106,2550612,2535225,2654670,2640953,2714232,2836987,2908175,3003958,3026985,2966155,2934124,2956110,2983705,3004802,2960301,2967575,2927517,2881643,2817911,2877593,2882696,2781232,2862428,2807599,2874442,2772899,2565308,2524664,2471713,2505243,2432796,2478438,2462594,2374783,2357674,2330538,2217820,2146971,2073954,1968688,1879375,1768209,1797764,1760500,1750026,1656757,1525001,1425194,1296286,1227548,1235030,1141492,998228,896222,740799,625171,497533,401668,311111,226175,181930,110149,80445,39832,30237,18375,30674
2050,74171.1849000423,50982.7574165599,13042.8958316705,11964.6783627936,-1819.14671098173,39573.6992591786,32524.5901529073,4999.23146818566,2397.29371880091,7419.33346287292,4950.92467392367,7976.69776559437,73487.2220263996,1.5459456516209,1.64637802185712,1.78034810425374,1.67156525586954,1.78034810425374,1.67156525586955,1.66620821124053,2.38094252651864,4.121,60.8,177.021357595372,173.680998095645,4.329,3.017,3.182,3.697,,,,899.472421298297,174.470000093355,128.119222533833,170.459950439685,372.441127838293,20189.8913670785,3885.14977852388,11936.5994232862,4304.91999757598,6078.78865412924,1552.89077158098,4368.14216526845,3881448,3908611,3946127,3985294,4023018,4059566,4096676,4132382,4167285,4201633,4234469,4264522,4291508,4315797,4338252,4360921,4367495,4375940,4380643,4361505,4288974,4255950,4131965,3995157,3861233,3554303,3382155,3109026,2941029,2737986,2675366,2489577,2407000,2375605,2346534,2190405,2199758,2127651,2142542,2156788,2121550,2232382,2175806,2115475,2073273,2055157,2019292,1960758,1933086,2051991,1978144,2003041,1958516,2022367,1937381,1923353,2028561,2011426,2075563,2011628,1954304,2002384,1883361,1856933,1772210,1738716,1619500,1670133,1614054,1636745,1477967,1414031,1392645,1300547,1317434,1329579,1324594,1332149,1420697,1452196,1310109,1242983,1226782,1239461,1233303,1202945,1127550,1112784,1035648,993256,885902,780313,690550,580609,485769,382096,299275,231842,175570,119970,232865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15573,28246,43693,79469,164278,208043,337635,476619,607162,910501,1078069,1340244,1502431,1770735,1857011,2099764,2255576,2388966,2462736,2641072,2588643,2686551,2673227,2752032,2869292,2928567,3020582,3030438,2976817,2957422,2968526,2982575,3015955,2975376,2965441,2915192,2871710,2793113,2861262,2867193,2776446,2841132,2781301,2851885,2736511,2540006,2508459,2447689,2494897,2400478,2452840,2422515,2355429,2328002,2284029,2174437,2115002,2022205,1914443,1823632,1702388,1733043,1688442,1684415,1582411,1451554,1313451,1197932,1138485,1116925,1023759,870578,760857,635412,521051,410356,329179,247173,172701,134690,82666,52894,26632,21064,38020
2051,76850.9898104808,52824.7644420202,13514.1356580688,12396.9621920414,-1884.87248164951,41003.4970134127,33699.7035951318,5179.8537011312,2483.90794086119,7722.90977659401,5129.80158239253,8264.89585586529,76142.3153582134,1.57020153889483,1.67777445073394,1.82031691919424,1.70495247132465,1.82031691919424,1.70495247132465,1.69971565836858,2.46091213614683,4.108,60.7,177.456830135056,174.10825335096,4.349,3.037,3.202,3.723,,,,931.970359879805,180.773601196727,132.74817004398,176.618668449071,385.897425787091,21052.601194048,4025.52024002195,12392.2343013642,4467.30956547064,6331.91790696055,1593.00682893297,4634.84665266185,3868995,3894174,3930224,3968533,4006002,4042862,4080605,4116981,4152773,4188580,4223853,4257130,4287605,4315159,4339984,4363940,4378112,4378109,4399957,4388691,4309829,4249755,4169183,3995537,3827818,3634789,3336854,3170094,2933311,2773111,2590186,2537564,2369626,2305214,2327878,2271845,2126071,2188608,2123447,2101445,2128346,2097292,2203961,2146714,2103307,2062397,2058302,2037728,1961517,1940787,2045473,1979147,2022099,1989964,2017062,1948384,1924304,2024534,2005360,2046734,1998616,1975157,2008412,1880844,1835971,1762677,1734840,1612146,1651837,1611877,1615849,1469246,1410346,1394661,1306507,1306149,1319868,1301128,1313207,1415620,1421872,1272045,1236461,1193118,1195907,1190634,1146697,1078070,1046522,982432,901296,793272,676573,595233,498176,405571,307426,237461,178328,127661,248296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10703,36011,37933,68970,162868,235869,323418,499555,668429,857433,1150549,1311584,1536613,1690188,1938674,2013664,2236860,2372498,2449427,2548182,2714454,2607371,2696962,2719055,2784642,2897111,2959100,3050689,3042626,2987198,2952590,2946881,2977521,3002934,2975423,2956663,2886941,2829637,2785890,2834907,2847936,2759520,2823312,2783777,2836105,2685439,2502200,2477580,2433118,2467979,2367788,2421233,2398449,2313235,2301249,2243982,2127148,2057728,1958167,1862793,1765089,1653706,1671189,1602726,1609248,1508770,1342167,1225198,1110986,1035005,1009182,903744,762797,638491,543391,430740,342693,262185,184536,123289,95786,54184,34576,20547,34687
2052,79623.0050129449,54730.1536954438,14001.5905312553,12844.1206183083,-1952.85983206261,42482.4931506865,34915.2519038082,5366.69102413101,2573.50250028805,8038.27198269442,5314.83352546943,8563.01064938635,78888.7686731842,1.59477519297853,1.70976960950944,1.86120123719934,1.73902355868926,1.86120123719934,1.73902355868926,1.73389694025837,2.54359803758782,4.095,60.7,177.880951959079,174.524372076469,4.369,3.057,3.222,3.747,,,,965.586530760669,187.294104991893,137.536396537467,182.989303820029,399.816745935231,21955.5460781025,4170.72075507954,12868.4110370234,4649.74538903892,6584.7657041533,1633.89994383122,4916.41428599948,3859103,3881812,3915843,3952682,3989288,4025891,4063948,4100956,4137419,4174117,4210851,4246567,4280269,4311317,4339409,4365741,4381208,4386864,4396335,4402255,4335002,4281258,4184495,4033139,3806701,3601409,3402308,3136716,2984815,2747382,2607768,2433932,2450635,2293846,2254356,2280873,2229010,2099405,2130503,2095196,2065493,2127367,2069139,2188277,2156318,2078657,2054246,2053879,2038412,1974205,1937797,2063747,2000225,2027791,1978470,2007962,1929762,1899312,2015115,1993406,2059831,2003955,1939522,1996043,1856597,1823807,1752936,1716793,1603675,1641842,1594456,1622945,1464736,1399244,1400531,1303827,1284454,1326020,1298637,1319513,1389801,1394177,1247927,1218825,1160579,1145831,1152290,1103650,1008601,970061,904891,821023,705050,594024,521627,408433,320354,245874,180663,132787,265576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,33087,51583,69065,154492,223934,329875,485100,713006,918869,1112734,1372332,1517617,1742432,1875766,2113760,2117802,2327900,2436274,2507302,2600127,2748650,2671746,2729975,2759458,2789439,2927797,2975994,3041142,3066726,2993735,2953886,2941892,2959659,2999762,2949247,2926484,2870517,2828979,2779927,2835562,2852464,2745761,2809254,2742307,2799744,2688688,2480598,2466259,2409281,2440724,2347090,2388500,2363648,2284084,2243917,2196330,2083185,1992177,1897991,1816643,1686159,1579171,1578714,1528043,1520866,1414312,1237108,1129394,1020019,917054,883532,800465,663631,533920,436618,343456,263730,186147,140362,92595,62262,37608,23424,30819
2053,82494.2105737116,56703.7230377015,14506.4878858124,13307.2796078045,-2023.27995760678,44014.4118537003,36174.2958874595,5560.21390246117,2666.30300044844,8366.25581527658,5506.48642239785,8871.79281340322,81733.4976715392,1.61971747699672,1.74237491596278,1.90302242899921,1.77379285713491,1.90302242899921,1.77379285713491,1.76874826875757,2.62919416042943,4.083,60.7,178.295414577144,174.931013863407,4.389,3.077,3.242,3.77,,,,1000.4055810599,194.047930417901,142.495958996608,189.587898115779,414.234137793655,22873.132656093,4321.11694550771,13339.8019538089,4822.31921762796,6841.01105990952,1676.47167627146,5212.21375677635,3852172,3872006,3903534,3938351,3973482,4009221,4047023,4084344,4121438,4158811,4196438,4233617,4269762,4304038,4335628,4365232,4382122,4394902,4408092,4407469,4339807,4324881,4213126,4064269,3852627,3630580,3413425,3197847,2952477,2796048,2599648,2466181,2317916,2350404,2201818,2201109,2232971,2220156,2057950,2062490,2069377,2045216,2101304,2071695,2150417,2160130,2079279,2065515,2051893,2046046,1967410,1949479,2046866,1990478,2039552,1975545,2008932,1927117,1893991,2013498,1997216,2053350,2003000,1943016,1981485,1848189,1812204,1743743,1716832,1599029,1637729,1586724,1601023,1464766,1399669,1402176,1294522,1273410,1310711,1280175,1305968,1373023,1373717,1217880,1183904,1111895,1093470,1090621,1029928,951711,892890,821711,714891,609519,517917,429654,330233,256718,186973,133673,280224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11661,28228,45753,73984,163453,197226,320947,475881,690368,913293,1129865,1339040,1577496,1726361,1910445,2036289,2246964,2233352,2432967,2500577,2564431,2616567,2796317,2744583,2760280,2783830,2818290,2926877,3014107,3036821,3064443,2979404,2951652,2929071,2960452,2980517,2956895,2925595,2846486,2817212,2761292,2818093,2835110,2722109,2777457,2718239,2767485,2650592,2458981,2438639,2384345,2410719,2306065,2349562,2320747,2242705,2212108,2139950,2023274,1925925,1839500,1755325,1623760,1515459,1496722,1434078,1418075,1318793,1142805,1039157,921338,817865,785226,682923,558263,431603,363190,273496,190805,139758,98608,59127,43841,26637,31155
2054,85465.6520385767,58746.1911415195,15029.0115794594,13786.6078192776,-2096.15850167978,45599.8109686706,37477.2940253258,5760.49280722782,2762.34323452459,8707.10531191985,5704.83006333262,9191.35479054201,84677.538257668,1.64498506963787,1.77560200561019,1.94578334297882,1.80925731816669,1.94578334297882,1.80925731816669,1.8043001089596,2.7177013749532,4.071,60.7,178.70192812238,175.329856575016,4.409,3.097,3.262,3.791,,,,1036.44019008968,201.037536871554,147.628663439666,196.41685420591,429.154851436983,23839.2811586384,4476.76357788489,13842.3177801321,5013.80143888103,7108.59366285188,1719.92267839923,5520.19980062132,3848352,3865158,3893780,3926090,3959195,3993456,4030395,4067461,4104869,4142875,4181179,4219254,4256863,4293586,4328408,4361515,4380717,4392994,4417241,4418362,4335279,4312222,4222716,4066493,3912727,3643562,3406924,3214303,3027191,2752758,2621191,2450240,2357270,2230804,2286603,2149130,2159177,2201712,2183485,2028973,2030709,2042271,2035529,2109084,2059048,2145351,2148443,2067766,2038590,2051776,2041750,1976822,1972485,2050400,2007264,2053170,1983179,2010110,1894885,1873046,2008470,1961876,2047330,1998117,1937489,1965077,1835784,1802633,1754467,1707385,1599728,1623769,1591970,1597990,1470504,1396733,1402844,1298266,1276875,1301546,1258894,1271529,1349428,1340812,1195442,1150635,1069176,1043461,1040342,968473,878767,805446,711162,613152,525528,422000,345072,262272,192914,140974,283482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12626,32090,39874,69119,178216,223763,328397,493489,652307,923719,1160074,1351004,1530800,1797335,1921566,2078822,2162487,2349371,2310241,2496824,2551916,2603384,2659505,2830056,2780919,2791517,2796576,2812404,2940216,3018860,3046885,3072839,3002177,2946667,2927368,2943649,2948649,2942582,2896640,2818044,2792282,2740305,2828015,2831314,2699939,2782701,2691583,2736916,2619299,2438771,2414488,2355198,2358538,2272157,2303122,2285148,2184927,2157100,2073337,1961775,1855547,1763441,1674584,1550010,1445496,1425742,1340043,1320420,1208929,1035991,932898,815812,704016,672856,574209,459429,363968,295497,204677,148686,100204,66000,43893,28709,41217
2055,88544.1248250062,60862.2289464371,15570.3565765515,14283.201432928,-2171.66213091029,47242.3161597621,38827.226156118,5967.98575814417,2861.84283783217,9020.7352452552,5910.31804221387,9522.42739009733,87727.6231857092,1.67064683672422,1.80946273585718,1.98950509469555,1.8454308405701,1.98950509469555,1.8454308405701,1.84056654114968,2.80918802977114,4.071,60.7,179.109368518499,175.729608648007,4.409,3.097,3.262,3.791,,,,1073.77276573671,208.278908949667,152.946247896762,203.491789294407,444.613009185743,24697.9720659725,4638.01660196031,14340.9180665725,5194.39856670952,7364.6452065878,1781.87429327517,5719.0373974397,3847671,3861416,3886982,3916382,3946976,3979208,4014673,4050874,4088028,4126350,4165289,4204043,4242549,4280740,4318012,4354355,4379992,4387842,4417355,4420811,4357971,4317579,4247758,4083556,3909442,3709011,3429668,3207971,3005685,2861585,2580442,2468751,2303378,2250610,2167470,2222513,2106525,2116942,2169516,2137782,1996763,2013943,2033447,2006095,2074805,2036952,2138544,2150366,2078094,2043585,2032008,2042968,1983936,1987487,2043901,2012772,2063795,1981573,2006339,1871902,1865055,2007070,1960779,2034740,1990558,1928817,1959900,1825104,1799629,1756203,1688802,1595007,1616342,1582940,1587327,1484923,1393839,1401579,1304122,1268668,1288241,1229435,1267083,1300157,1298553,1146550,1115583,1026178,984828,977237,904369,802910,716834,628741,533319,443095,342562,268244,202822,145751,296828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9701,36879,41800,70033,161645,228746,317348,493580,675536,880418,1160845,1381146,1580874,1716683,1990112,2093027,2242996,2284533,2425762,2385548,2548949,2602027,2641958,2710023,2866762,2801883,2803439,2828174,2847636,2962428,3024239,3041881,3058285,2992143,2960520,2918749,2927851,2923263,2936764,2876410,2789963,2774449,2722075,2826631,2812664,2672119,2751639,2669324,2706803,2590735,2406817,2386437,2317253,2312963,2245242,2259623,2239563,2137201,2105069,1992958,1895116,1782443,1680340,1600318,1471110,1374132,1318176,1264661,1225068,1114189,920617,822411,715653,601179,555565,464339,368993,278138,218755,145352,104074,72884,43526,28511,43841
2056,91733.484201203,63054.4864330877,16131.2008204389,14797.682348542,-2249.88540086567,48943.9843878367,40225.7828422614,6182.95260515252,2964.92641685088,9345.66212878929,6123.20769809441,9865.42522468864,90887.5721728584,1.69670892737711,1.84396919022997,2.03420927417336,1.88232760101707,2.03420927417336,1.88232760101707,1.87756192862679,2.90375442252015,4.071,60.7,179.517737878721,176.130272155724,4.409,3.097,3.262,3.791,,,,1112.45006075854,215.781115250034,158.455371746004,210.821563544791,460.627969776613,25587.5930197888,4805.07795996292,14857.4779353304,5381.5008030824,7629.9197269291,1846.05740531894,5925.03712449548,3849950,3860811,3883290,3909630,3937309,3967029,4000467,4035192,4071481,4109550,4148806,4188198,4227386,4266478,4305221,4344018,4361259,4396872,4409338,4421026,4348925,4322757,4220096,4129679,3892613,3718357,3480651,3230175,3012714,2827231,2667987,2408578,2328799,2204176,2145990,2130885,2167958,2071067,2070492,2136293,2116761,1985468,1994250,2029853,2009995,2072063,2028755,2151423,2140082,2103005,2048494,2037839,2061010,1988853,1978757,2044207,2012073,2060695,1968533,1998006,1865108,1874733,1996959,1922032,2015560,1987563,1916065,1943717,1809461,1779177,1733360,1681758,1603803,1613576,1574840,1582699,1475522,1378434,1387476,1300763,1258644,1254283,1209048,1219715,1267691,1252464,1106614,1066232,970558,927487,901921,825618,704645,627091,548810,433427,359885,270798,204332,156889,304039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21341,24275,49541,71952,174152,229793,355459,461559,709629,891119,1132106,1382549,1597747,1779733,1930865,2181095,2250333,2357602,2402294,2473528,2449666,2592394,2655038,2680099,2735596,2882208,2824744,2809239,2825500,2850754,2969628,3008478,3047973,3028257,2981378,2947378,2892022,2912737,2920111,2921569,2859768,2773454,2765859,2706353,2807178,2774378,2651009,2756104,2651484,2671726,2565760,2383678,2361120,2294396,2289809,2204320,2199238,2185058,2083980,2041737,1931127,1836300,1717090,1601236,1518485,1403054,1287359,1246795,1165679,1121539,999668,814910,721239,612347,502975,448512,383976,289548,202463,173154,100967,71677,51891,24572,51045
2057,95037.7243021303,65325.7090344075,16712.2466739911,15330.6948667365,-2330.92627300485,50706.9467054866,41674.7155402397,6405.66255799011,3071.72306638585,9682.29287866828,6343.76563937977,10220.7778412819,94161.3425225248,1.7231775866442,1.87913368268766,2.07991795656404,1.91996205962186,2.07991795656404,1.91996205962186,1.91530092339219,3.00150422718135,4.071,60.7,179.927038321084,176.531849176239,4.409,3.097,3.262,3.791,,,,1152.52051194707,223.55355102134,164.162934236295,218.415356263675,477.219789247967,26509.2581203616,4978.15686808078,15392.644290561,5575.34246200943,7904.74943549308,1912.55239305853,6138.45696171981,3854808,3863164,3882732,3905983,3930597,3957400,3988327,4021023,4055837,4093044,4132049,4171761,4211589,4251364,4291011,4331286,4357786,4367537,4422389,4415057,4362933,4315830,4233272,4102246,3945038,3685938,3462692,3285839,3043024,2821491,2689627,2541528,2297607,2227974,2149648,2079932,2080628,2143024,2026983,2042968,2113199,2082242,1970981,1969663,1996277,1981868,2072286,2018409,2129286,2121629,2088542,2049505,2047744,2061353,2011723,1968214,2035759,2015120,2055561,1966823,1998202,1866272,1865469,1992862,1912164,1994891,1987141,1892958,1923614,1797759,1758943,1721448,1664960,1589084,1612508,1568665,1585951,1469468,1386561,1364598,1283799,1224373,1239645,1185615,1191018,1218180,1195327,1046633,1003887,902917,856189,823735,738991,616383,531440,458484,362558,283785,207913,161461,318043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14541,46592,33001,77738,162371,240282,348618,499550,671411,940901,1170205,1349219,1591132,1809457,1938028,2076550,2309507,2366600,2425281,2479624,2533318,2482642,2643159,2687673,2707855,2774326,2899813,2851610,2844086,2854278,2849795,2977548,3026632,3061340,3036776,2973117,2928880,2881478,2878189,2916247,2912495,2837236,2756776,2743884,2680238,2777830,2753076,2621810,2729551,2634753,2633600,2548913,2362184,2329489,2269179,2253230,2169788,2158204,2124241,2023642,1965068,1861153,1748851,1655126,1526213,1450989,1309236,1197145,1150220,1072061,1017569,900359,718770,630152,515310,403101,356320,303328,228599,147958,112858,69861,49569,27449,52269
